MEP	id
BCAN|1_IL1B	1041336
BCAN|1_IL6	1136826
BCAN|1_IL7|1	1054539
BCAN|1_JAG1|1	1133922
BCAN|1_JAG2|Long	1039961
BCAN|1_KITLG|1	1035736
BCAN|1_KNG1|HMW	1288652
BCAN|1_LEP	1056956
BCAN|1_LYVE1	1037940
BCAN|1_NRG1|1	1125167
BCAN|1_NRG1|10	1138247
BCAN|1_NRG1|6	1037136
BCAN|1_PDGFAB	1132343
BCAN|1_PDGFB|1	1055549
BCAN|1_PTN	1057552
BCAN|1_SHH	1139726
BCAN|1_TGFB1||Cterminus	1033981
BCAN|1_TGFB1||LAP	1055220
BCAN|1_TGFB2|A	1135322
BCAN|1_THPO|1	1102748
BCAN|1_TNF	1067820
BCAN|1_TNFRSF11B	1107551
BCAN|1_TNFSF11|1	1060945
BCAN|1_VEGFA|VEGF206	1135438
BCAN|1_WNT10A	1056840
BCAN|1_WNT3A|1	1069440
BCAN|1_Wnt5a|1	1286034
BGN_ANGPT1|1	1034566
BGN_ANGPT2|1	1040142
BGN_AREG	1133219
BGN_BMP2	1032969
BGN_BMP3	1059569
BGN_BMP4	1060331
BGN_BMP5|1	1062333
BGN_BMP6	1108145
BGN_BMP7	1134117
BGN_CSF2	1061361
BGN_CTGF|1	1051259
BGN_CXCL1	1046240
BGN_CXCL12|Alpha	1066042
BGN_CXCL12|Beta	1075769
BGN_CXCL8|1	1041761
BGN_DLL1|1	1124446
BGN_DLL4	1111617
BGN_EGF|1	1031669
BGN_FASLG|1	1140452
BGN_FBS	1070035
BGN_FGF2|3	1113755
BGN_FGF6	1053969
BGN_FLT3LG|1	1045061
BGN_GPNMB|1	1065840
BGN_HGF|1	1112006
BGN_IGF1|1	1042842
BGN_IGFBP2	1139628
BGN_IGFBP3|1	1068059
BGN_IL13	1035966
BGN_IL15|IL15S48AA	1066742
BGN_IL1B	1106017
BGN_IL6	1136247
BGN_IL7|1	1054732
BGN_JAG1|1	1133827
BGN_JAG2|Long	1039468
BGN_KITLG|1	1035842
BGN_KNG1|HMW	1289040
BGN_LEP	1057060
BGN_LYVE1	1102421
BGN_NRG1|1	1063170
BGN_NRG1|10	1138606
BGN_NRG1|6	1036666
BGN_PDGFAB	1132556
BGN_PDGFB|1	1056132
BGN_PTN	1057668
BGN_SHH	1140318
BGN_TGFB1||Cterminus	1034359
BGN_TGFB1||LAP	1055041
BGN_TGFB2|A	1134818
BGN_THPO|1	1102647
BGN_TNF	1292040
BGN_TNFRSF11B	1107767
BGN_TNFSF11|1	1060933
BGN_VEGFA|VEGF206	1136056
BGN_WNT10A	1056232
BGN_WNT3A|1	1130747
BGN_Wnt5a|1	1285932
CD44|1_ANGPT1|1	1034989
CD44|1_ANGPT2|1	1105241
CD44|1_AREG	1133175
CD44|1_BMP2	1032929
CD44|1_BMP3	1059436
CD44|1_BMP4	1059988
CD44|1_BMP5|1	1062088
CD44|1_BMP6	1108499
CD44|1_BMP7	1134140
CD44|1_CSF2	1122940
CD44|1_CTGF|1	1051736
CD44|1_CXCL1	1110358
CD44|1_CXCL12|Alpha	1066285
CD44|1_CXCL12|Beta	1137934
CD44|1_CXCL8|1	1041989
CD44|1_DLL1|1	1286624
CD44|1_DLL4	1285077
CD44|1_EGF|1	1032324
CD44|1_FASLG|1	1140440
CD44|1_FBS	1033536
CD44|1_FGF2|3	1114333
CD44|1_FGF6	1053716
CD44|1_FLT3LG|1	1045624
CD44|1_GPNMB|1	1127041
CD44|1_HGF|1	1285485
CD44|1_IGF1|1	1042355
CD44|1_IGFBP2	1139058
CD44|1_IGFBP3|1	1068146
CD44|1_IL13	1036188
CD44|1_IL15|IL15S48AA	1291287
CD44|1_IL1B	1105458
CD44|1_IL6	1074932
CD44|1_IL7|1	1054677
CD44|1_JAG1|1	1071555
CD44|1_JAG2|Long	1278124
CD44|1_KITLG|1	1035755
CD44|1_KNG1|HMW	1288746
CD44|1_LEP	1056946
CD44|1_LYVE1	1102202
CD44|1_NRG1|1	1125302
CD44|1_NRG1|10	1138841
CD44|1_NRG1|6	1037089
CD44|1_PDGFAB	1132432
CD44|1_PDGFB|1	1055554
CD44|1_PTN	1119699
CD44|1_SHH	1139755
CD44|1_TGFB1||Cterminus	1033914
CD44|1_TGFB1||LAP	1054777
CD44|1_TGFB2|A	1134741
CD44|1_THPO|1	1102934
CD44|1_TNF	1291554
CD44|1_TNFRSF11B	1107802
CD44|1_TNFSF11|1	1060377
CD44|1_VEGFA|VEGF206	1135600
CD44|1_WNT10A	1056155
CD44|1_WNT3A|1	1131022
CD44|1_Wnt5a|1	1112341
CDH15_ANGPT1|1	1034717
CDH15_ANGPT2|1	1104884
CDH15_AREG	1133278
CDH15_BMP2	1032784
CDH15_BMP3	1059384
CDH15_BMP4	1060211
CDH15_BMP5|1	1124097
CDH15_BMP6	1043578
CDH15_BMP7	1134493
CDH15_CSF2	1123384
CDH15_CTGF|1	1051390
CDH15_CXCL1	1110309
CDH15_CXCL12|Alpha	1290398
CDH15_CXCL12|Beta	1137564
CDH15_CXCL8|1	1042003
CDH15_DLL1|1	1062603
CDH15_DLL4	1111477
CDH15_EGF|1	1031894
CDH15_FASLG|1	1140786
CDH15_FBS	1137464
CDH15_FGF2|3	1052009
CDH15_FGF6	1115570
CDH15_FLT3LG|1	1045403
CDH15_GPNMB|1	1289898
CDH15_HGF|1	1285703
CDH15_IGF1|1	1042607
CDH15_IGFBP2	1139489
CDH15_IGFBP3|1	1129996
CDH15_IL13	1036411
CDH15_IL15|IL15S48AA	1067203
CDH15_IL1B	1040823
CDH15_IL6	1136489
CDH15_IL7|1	1054398
CDH15_JAG1|1	1133877
CDH15_JAG2|Long	1039903
CDH15_KITLG|1	1035711
CDH15_KNG1|HMW	1288678
CDH15_LEP	1057003
CDH15_LYVE1	1102380
CDH15_NRG1|1	1063303
CDH15_NRG1|10	1138393
CDH15_NRG1|6	1037091
CDH15_PDGFAB	1132289
CDH15_PDGFB|1	1055698
CDH15_PTN	1058094
CDH15_SHH	1140278
CDH15_TGFB1||Cterminus	1034103
CDH15_TGFB1||LAP	1054907
CDH15_TGFB2|A	1135289
CDH15_THPO|1	1102684
CDH15_TNF	1291598
CDH15_TNFRSF11B	1042990
CDH15_TNFSF11|1	1060992
CDH15_VEGFA|VEGF206	1135596
CDH15_WNT10A	1056398
CDH15_WNT3A|1	1130970
CDH15_Wnt5a|1	1112603
CDH1|1_ANGPT1|1	1034967
CDH1|1_ANGPT2|1	1040660
CDH1|1_AREG	1132646
CDH1|1_BMP2	1032827
CDH1|1_BMP3	1121313
CDH1|1_BMP4	1060077
CDH1|1_BMP5|1	1062087
CDH1|1_BMP6	1043716
CDH1|1_BMP7	1134554
CDH1|1_CSF2	1123353
CDH1|1_CTGF|1	1051434
CDH1|1_CXCL1	1110771
CDH1|1_CXCL12|Alpha	1290060
CDH1|1_CXCL12|Beta	1137832
CDH1|1_CXCL8|1	1041769
CDH1|1_DLL1|1	1063041
CDH1|1_DLL4	1111453
CDH1|1_EGF|1	1032014
CDH1|1_FASLG|1	1140770
CDH1|1_FBS	1131532
CDH1|1_FGF2|3	1052134
CDH1|1_FGF6	1053723
CDH1|1_FLT3LG|1	1110227
CDH1|1_GPNMB|1	1065768
CDH1|1_HGF|1	1112160
CDH1|1_IGF1|1	1042469
CDH1|1_IGFBP2	1138946
CDH1|1_IGFBP3|1	1130218
CDH1|1_IL13	1036169
CDH1|1_IL15|IL15S48AA	1128841
CDH1|1_IL1B	1105946
CDH1|1_IL6	1136713
CDH1|1_IL7|1	1054484
CDH1|1_JAG1|1	1024074
CDH1|1_JAG2|Long	1104232
CDH1|1_KITLG|1	1035674
CDH1|1_KNG1|HMW	1289014
CDH1|1_LEP	1057146
CDH1|1_LYVE1	1102527
CDH1|1_NRG1|1	1063514
CDH1|1_NRG1|10	1138555
CDH1|1_NRG1|6	1036887
CDH1|1_PDGFAB	1132210
CDH1|1_PDGFB|1	1055787
CDH1|1_PTN	1058241
CDH1|1_SHH	1139973
CDH1|1_TGFB1||Cterminus	1034341
CDH1|1_TGFB1||LAP	1054874
CDH1|1_TGFB2|A	1135170
CDH1|1_THPO|1	1102720
CDH1|1_TNF	1291968
CDH1|1_TNFRSF11B	1107913
CDH1|1_TNFSF11|1	1060777
CDH1|1_VEGFA|VEGF206	1135710
CDH1|1_WNT10A	1056160
CDH1|1_WNT3A|1	1068934
CDH1|1_Wnt5a|1	1285974
CDH20_ANGPT1|1	1034584
CDH20_ANGPT2|1	1105260
CDH20_AREG	1133260
CDH20_BMP2	1032839
CDH20_BMP3	1059627
CDH20_BMP4	1060265
CDH20_BMP5|1	1123976
CDH20_BMP6	1282223
CDH20_BMP7	1134170
CDH20_CSF2	1122953
CDH20_CTGF|1	1051714
CDH20_CXCL1	1045778
CDH20_CXCL12|Alpha	1128171
CDH20_CXCL12|Beta	1075836
CDH20_CXCL8|1	1041890
CDH20_DLL1|1	1124322
CDH20_DLL4	1284567
CDH20_EGF|1	1096497
CDH20_FASLG|1	1140776
CDH20_FBS	1064020
CDH20_FGF2|3	1052027
CDH20_FGF6	1053436
CDH20_FLT3LG|1	1045443
CDH20_GPNMB|1	1065378
CDH20_HGF|1	1285278
CDH20_IGF1|1	1042765
CDH20_IGFBP2	1139173
CDH20_IGFBP3|1	1068127
CDH20_IL13	1035967
CDH20_IL15|IL15S48AA	1290867
CDH20_IL1B	1040774
CDH20_IL6	1136222
CDH20_IL7|1	1054252
CDH20_JAG1|1	1133960
CDH20_JAG2|Long	1039839
CDH20_KITLG|1	1035358
CDH20_KNG1|HMW	1127013
CDH20_LEP	1057536
CDH20_LYVE1	1102102
CDH20_NRG1|1	1287739
CDH20_NRG1|10	1138676
CDH20_NRG1|6	1037165
CDH20_PDGFAB	1132112
CDH20_PDGFB|1	1055658
CDH20_PTN	1058014
CDH20_SHH	1139848
CDH20_TGFB1||Cterminus	1033920
CDH20_TGFB1||LAP	1054878
CDH20_TGFB2|A	1134948
CDH20_THPO|1	1102622
CDH20_TNF	1291890
CDH20_TNFRSF11B	1107513
CDH20_TNFSF11|1	1060478
CDH20_VEGFA|VEGF206	1074149
CDH20_WNT10A	1118551
CDH20_WNT3A|1	1130706
CDH20_Wnt5a|1	1112464
CDH3|1_ANGPT1|1	1035048
CDH3|1_ANGPT2|1	1040251
CDH3|1_AREG	1132731
CDH3|1_BMP2	1032850
CDH3|1_BMP3	1120839
CDH3|1_BMP4	1060248
CDH3|1_BMP5|1	1061845
CDH3|1_BMP6	1108352
CDH3|1_BMP7	1134528
CDH3|1_CSF2	1061648
CDH3|1_CTGF|1	1001350
CDH3|1_CXCL1	1046025
CDH3|1_CXCL12|Alpha	1066238
CDH3|1_CXCL12|Beta	1138036
CDH3|1_CXCL8|1	1041545
CDH3|1_DLL1|1	1286963
CDH3|1_DLL4	1111421
CDH3|1_EGF|1	1031960
CDH3|1_FASLG|1	1140537
CDH3|1_FBS	1131339
CDH3|1_FGF2|3	1051956
CDH3|1_FGF6	1053559
CDH3|1_FLT3LG|1	1045253
CDH3|1_GPNMB|1	1065847
CDH3|1_HGF|1	1112331
CDH3|1_IGF1|1	1042245
CDH3|1_IGFBP2	1077541
CDH3|1_IGFBP3|1	1068550
CDH3|1_IL13	1036215
CDH3|1_IL15|IL15S48AA	1290845
CDH3|1_IL1B	1041115
CDH3|1_IL6	1136239
CDH3|1_IL7|1	1054338
CDH3|1_JAG1|1	1024348
CDH3|1_JAG2|Long	1277553
CDH3|1_KITLG|1	1035845
CDH3|1_KNG1|HMW	1288754
CDH3|1_LEP	1056856
CDH3|1_LYVE1	1102146
CDH3|1_NRG1|1	1125349
CDH3|1_NRG1|10	1138437
CDH3|1_NRG1|6	1037035
CDH3|1_PDGFAB	1132246
CDH3|1_PDGFB|1	1117437
CDH3|1_PTN	1058156
CDH3|1_SHH	1140034
CDH3|1_TGFB1||Cterminus	1034053
CDH3|1_TGFB1||LAP	1055347
CDH3|1_TGFB2|A	1135134
CDH3|1_THPO|1	1102949
CDH3|1_TNF	1067947
CDH3|1_TNFRSF11B	1042953
CDH3|1_TNFSF11|1	1061045
CDH3|1_VEGFA|VEGF206	1074256
CDH3|1_WNT10A	1056845
CDH3|1_WNT3A|1	1131142
CDH3|1_Wnt5a|1	1286447
CDH6|1_ANGPT1|1	1034673
CDH6|1_ANGPT2|1	1040362
CDH6|1_AREG	1023268
CDH6|1_BMP2	1033033
CDH6|1_BMP3	1059544
CDH6|1_BMP4	1060075
CDH6|1_BMP5|1	1062175
CDH6|1_BMP6	1108611
CDH6|1_BMP7	1134276
CDH6|1_CSF2	1061176
CDH6|1_CTGF|1	1051526
CDH6|1_CXCL1	1110254
CDH6|1_CXCL12|Alpha	1290176
CDH6|1_CXCL12|Beta	1076228
CDH6|1_CXCL8|1	1041676
CDH6|1_DLL1|1	1063133
CDH6|1_DLL4	1284984
CDH6|1_EGF|1	1031942
CDH6|1_FASLG|1	1140576
CDH6|1_FBS	1282642
CDH6|1_FGF2|3	1114330
CDH6|1_FGF6	1053944
CDH6|1_FLT3LG|1	1045033
CDH6|1_GPNMB|1	1289457
CDH6|1_HGF|1	1111664
CDH6|1_IGF1|1	1042178
CDH6|1_IGFBP2	1139470
CDH6|1_IGFBP3|1	1130314
CDH6|1_IL13	1036073
CDH6|1_IL15|IL15S48AA	1290778
CDH6|1_IL1B	1041062
CDH6|1_IL6	1136711
CDH6|1_IL7|1	1054459
CDH6|1_JAG1|1	1133648
CDH6|1_JAG2|Long	1040033
CDH6|1_KITLG|1	1035390
CDH6|1_KNG1|HMW	1289225
CDH6|1_LEP	1057226
CDH6|1_LYVE1	1102297
CDH6|1_NRG1|1	1063233
CDH6|1_NRG1|10	1138254
CDH6|1_NRG1|6	1036676
CDH6|1_PDGFAB	1132212
CDH6|1_PDGFB|1	1117661
CDH6|1_PTN	1058144
CDH6|1_SHH	1139664
CDH6|1_TGFB1||Cterminus	1034433
CDH6|1_TGFB1||LAP	1054857
CDH6|1_TGFB2|A	1135048
CDH6|1_THPO|1	1103130
CDH6|1_TNF	1067378
CDH6|1_TNFRSF11B	1107509
CDH6|1_TNFSF11|1	1060368
CDH6|1_VEGFA|VEGF206	1135897
CDH6|1_WNT10A	1056778
CDH6|1_WNT3A|1	1130828
CDH6|1_Wnt5a|1	1048284
CDH8_ANGPT1|1	1034464
CDH8_ANGPT2|1	1105273
CDH8_AREG	1023253
CDH8_BMP2	1032918
CDH8_BMP3	1059614
CDH8_BMP4	1059664
CDH8_BMP5|1	1061764
CDH8_BMP6	1043748
CDH8_BMP7	1134563
CDH8_CSF2	1122850
CDH8_CTGF|1	1051448
CDH8_CXCL1	1045758
CDH8_CXCL12|Alpha	1290486
CDH8_CXCL12|Beta	1138234
CDH8_CXCL8|1	1106440
CDH8_DLL1|1	1062648
CDH8_DLL4	1111340
CDH8_EGF|1	1096434
CDH8_FASLG|1	1140740
CDH8_FBS	1058314
CDH8_FGF2|3	1052037
CDH8_FGF6	1115704
CDH8_FLT3LG|1	1045239
CDH8_GPNMB|1	1065777
CDH8_HGF|1	1112273
CDH8_IGF1|1	1042677
CDH8_IGFBP2	1139441
CDH8_IGFBP3|1	1068224
CDH8_IL13	1036353
CDH8_IL15|IL15S48AA	1066783
CDH8_IL1B	1105350
CDH8_IL6	1136200
CDH8_IL7|1	1054053
CDH8_JAG1|1	1133740
CDH8_JAG2|Long	1039546
CDH8_KITLG|1	1035787
CDH8_KNG1|HMW	1126633
CDH8_LEP	1057046
CDH8_LYVE1	1102101
CDH8_NRG1|1	1125201
CDH8_NRG1|10	1076854
CDH8_NRG1|6	989386
CDH8_PDGFAB	1132333
CDH8_PDGFB|1	1117250
CDH8_PTN	1057748
CDH8_SHH	1077864
CDH8_TGFB1||Cterminus	1034437
CDH8_TGFB1||LAP	1054753
CDH8_TGFB2|A	1135263
CDH8_THPO|1	1038543
CDH8_TNF	1291558
CDH8_TNFRSF11B	1043418
CDH8_TNFSF11|1	1060387
CDH8_VEGFA|VEGF206	1074047
CDH8_WNT10A	1056153
CDH8_WNT3A|1	1130933
CDH8_Wnt5a|1	1286254
CEACAM6_ANGPT1|1	1034675
CEACAM6_ANGPT2|1	1104870
CEACAM6_AREG	1023254
CEACAM6_BMP2	1033047
CEACAM6_BMP3	1121418
CEACAM6_BMP4	1059884
CEACAM6_BMP5|1	1062169
CEACAM6_BMP6	1108418
CEACAM6_BMP7	1134455
CEACAM6_CSF2	1061374
CEACAM6_CTGF|1	1051621
CEACAM6_CXCL1	1110255
CEACAM6_CXCL12|Alpha	1290289
CEACAM6_CXCL12|Beta	1137714
CEACAM6_CXCL8|1	1042054
CEACAM6_DLL1|1	1062917
CEACAM6_DLL4	1046354
CEACAM6_EGF|1	1031932
CEACAM6_FASLG|1	1140575
CEACAM6_FBS	1075512
CEACAM6_FGF2|3	1052128
CEACAM6_FGF6	1054047
CEACAM6_FLT3LG|1	1045417
CEACAM6_GPNMB|1	1289575
CEACAM6_HGF|1	1047190
CEACAM6_IGF1|1	1107259
CEACAM6_IGFBP2	1139076
CEACAM6_IGFBP3|1	1068147
CEACAM6_IL13	1035990
CEACAM6_IL15|IL15S48AA	1066875
CEACAM6_IL1B	1105570
CEACAM6_IL6	1136833
CEACAM6_IL7|1	1054374
CEACAM6_JAG1|1	1133940
CEACAM6_JAG2|Long	1039937
CEACAM6_KITLG|1	1035754
CEACAM6_KNG1|HMW	1289021
CEACAM6_LEP	1057227
CEACAM6_LYVE1	1102298
CEACAM6_NRG1|1	1125618
CEACAM6_NRG1|10	1029181
CEACAM6_NRG1|6	1036780
CEACAM6_PDGFAB	1070832
CEACAM6_PDGFB|1	1055469
CEACAM6_PTN	1058137
CEACAM6_SHH	1139967
CEACAM6_TGFB1||Cterminus	1034447
CEACAM6_TGFB1||LAP	1054754
CEACAM6_TGFB2|A	1134970
CEACAM6_THPO|1	1102913
CEACAM6_TNF	1291675
CEACAM6_TNFRSF11B	1107533
CEACAM6_TNFSF11|1	1060584
CEACAM6_VEGFA|VEGF206	1074126
CEACAM6_WNT10A	1056769
CEACAM6_WNT3A|1	1069432
CEACAM6_Wnt5a|1	1286089
COL1_ANGPT1|1	1034683
COL1_ANGPT2|1	1040365
COL1_AREG	1132659
COL1_BMP2	1033028
COL1_BMP3	1121414
COL1_BMP4	1059965
COL1_BMP5|1	1062373
COL1_BMP6	1108415
COL1_BMP7	1134346
COL1_CSF2	1123074
COL1_CTGF|1	1051719
COL1_CXCL1	1045882
COL1_CXCL12|Alpha	1128051
COL1_CXCL12|Beta	1138004
COL1_CXCL8|1	1041760
COL1_DLL1|1	1286628
COL1_DLL4	1284760
COL1_EGF|1	1032041
COL1_FASLG|1	1140651
COL1_FBS	1277428
COL1_FGF2|3	1114334
COL1_FGF6	1054028
COL1_FLT3LG|1	1045424
COL1_GPNMB|1	1289582
COL1_HGF|1	1285173
COL1_IGF1|1	1042263
COL1_IGFBP2	1139358
COL1_IGFBP3|1	1129914
COL1_IL13	1100751
COL1_IL15|IL15S48AA	1066888
COL1_IL1B	1040865
COL1_IL6	1136308
COL1_IL7|1	1054153
COL1_JAG1|1	1133543
COL1_JAG2|Long	1039818
COL1_KITLG|1	1035679
COL1_KNG1|HMW	1065044
COL1_LEP	1057313
COL1_LYVE1	1037713
COL1_NRG1|1	1287718
COL1_NRG1|10	1138546
COL1_NRG1|6	1036865
COL1_PDGFAB	1132215
COL1_PDGFB|1	1055760
COL1_PTN	1057628
COL1_SHH	1139739
COL1_TGFB1||Cterminus	1034136
COL1_TGFB1||LAP	1054773
COL1_TGFB2|A	1135046
COL1_THPO|1	1038628
COL1_TNF	1067577
COL1_TNFRSF11B	1108034
COL1_TNFSF11|1	1060453
COL1_VEGFA|VEGF206	1074144
COL1_WNT10A	1056173
COL1_WNT3A|1	1130815
COL1_Wnt5a|1	1286083
COL23A1|1_ANGPT1|1	1034581
COL23A1|1_ANGPT2|1	1105265
COL23A1|1_AREG	1133265
COL23A1|1_BMP2	1032830
COL23A1|1_BMP3	1059022
COL23A1|1_BMP4	1060171
COL23A1|1_BMP5|1	1062257
COL23A1|1_BMP6	1108400
COL23A1|1_BMP7	1134548
COL23A1|1_CSF2	1122961
COL23A1|1_CTGF|1	1051514
COL23A1|1_CXCL1	1045863
COL23A1|1_CXCL12|Alpha	1066163
COL23A1|1_CXCL12|Beta	1138016
COL23A1|1_CXCL8|1	1041575
COL23A1|1_DLL1|1	1124617
COL23A1|1_DLL4	1046857
COL23A1|1_EGF|1	1032038
COL23A1|1_FASLG|1	1140549
COL23A1|1_FBS	1282614
COL23A1|1_FGF2|3	1052438
COL23A1|1_FGF6	1115616
COL23A1|1_FLT3LG|1	1109608
COL23A1|1_GPNMB|1	1289563
COL23A1|1_HGF|1	1112148
COL23A1|1_IGF1|1	1107257
COL23A1|1_IGFBP2	1077371
COL23A1|1_IGFBP3|1	1068129
COL23A1|1_IL13	1036063
COL23A1|1_IL15|IL15S48AA	1066679
COL23A1|1_IL1B	1105461
COL23A1|1_IL6	1136208
COL23A1|1_IL7|1	1116057
COL23A1|1_JAG1|1	1133965
COL23A1|1_JAG2|Long	1039926
COL23A1|1_KITLG|1	1035662
COL23A1|1_KNG1|HMW	1288839
COL23A1|1_LEP	1056929
COL23A1|1_LYVE1	1102030
COL23A1|1_NRG1|1	1125130
COL23A1|1_NRG1|10	1138556
COL23A1|1_NRG1|6	1036681
COL23A1|1_PDGFAB	1132416
COL23A1|1_PDGFB|1	1055663
COL23A1|1_PTN	1057622
COL23A1|1_SHH	1139956
COL23A1|1_TGFB1||Cterminus	1034422
COL23A1|1_TGFB1||LAP	1054881
COL23A1|1_TGFB2|A	1134972
COL23A1|1_THPO|1	1103008
COL23A1|1_TNF	1129758
COL23A1|1_TNFRSF11B	1107625
COL23A1|1_TNFSF11|1	1060862
COL23A1|1_VEGFA|VEGF206	1135625
COL23A1|1_WNT10A	1056379
COL23A1|1_WNT3A|1	1130716
COL23A1|1_Wnt5a|1	1112773
COL2A1|2_ANGPT1|1	1099365
COL2A1|2_ANGPT2|1	1040479
COL2A1|2_AREG	1132643
COL2A1|2_BMP2	1097308
COL2A1|2_BMP3	1121314
COL2A1|2_BMP4	1059762
COL2A1|2_BMP5|1	1061887
COL2A1|2_BMP6	1043736
COL2A1|2_BMP7	1134456
COL2A1|2_CSF2	1122963
COL2A1|2_CTGF|1	1051519
COL2A1|2_CXCL1	1110243
COL2A1|2_CXCL12|Alpha	1065957
COL2A1|2_CXCL12|Beta	1138027
COL2A1|2_CXCL8|1	1041573
COL2A1|2_DLL1|1	1124401
COL2A1|2_DLL4	1111155
COL2A1|2_EGF|1	1031836
COL2A1|2_FASLG|1	1140665
COL2A1|2_FBS	1044436
COL2A1|2_FGF2|3	1114017
COL2A1|2_FGF6	1053515
COL2A1|2_FLT3LG|1	1109701
COL2A1|2_GPNMB|1	1127159
COL2A1|2_HGF|1	1047379
COL2A1|2_IGF1|1	1042369
COL2A1|2_IGFBP2	1139472
COL2A1|2_IGFBP3|1	1130414
COL2A1|2_IL13	1036270
COL2A1|2_IL15|IL15S48AA	1291179
COL2A1|2_IL1B	1041157
COL2A1|2_IL6	1136627
COL2A1|2_IL7|1	1054565
COL2A1|2_JAG1|1	1133555
COL2A1|2_JAG2|Long	1039631
COL2A1|2_KITLG|1	1035479
COL2A1|2_KNG1|HMW	1288836
COL2A1|2_LEP	1057222
COL2A1|2_LYVE1	1102208
COL2A1|2_NRG1|1	1063632
COL2A1|2_NRG1|10	1138565
COL2A1|2_NRG1|6	1036957
COL2A1|2_PDGFAB	1132122
COL2A1|2_PDGFB|1	1055882
COL2A1|2_PTN	1057715
COL2A1|2_SHH	1139965
COL2A1|2_TGFB1||Cterminus	1034232
COL2A1|2_TGFB1||LAP	1054877
COL2A1|2_TGFB2|A	1134946
COL2A1|2_THPO|1	1276422
COL2A1|2_TNF	1067487
COL2A1|2_TNFRSF11B	1107927
COL2A1|2_TNFSF11|1	1060477
COL2A1|2_VEGFA|VEGF206	1074132
COL2A1|2_WNT10A	1056157
COL2A1|2_WNT3A|1	1131100
COL2A1|2_Wnt5a|1	1047887
COL3A1|1_ANGPT1|1	1034871
COL3A1|1_ANGPT2|1	1104962
COL3A1|1_AREG	1023875
COL3A1|1_BMP2	1032431
COL3A1|1_BMP3	1059631
COL3A1|1_BMP4	1059690
COL3A1|1_BMP5|1	1062276
COL3A1|1_BMP6	1108197
COL3A1|1_BMP7	1134568
COL3A1|1_CSF2	1123374
COL3A1|1_CTGF|1	1051326
COL3A1|1_CXCL1	1110562
