	ALCAM|1	BCAN|1	BGN	CD44|1	CDH15	CDH1|1	CDH20	CDH3|1	CDH6|1	CDH8	CEACAM6	COL1	COL23A1|1	COL2A1|2	COL3A1|1	COL4	COL5A1	DCN|A	DSG2	ECM1|1	ELN|3	FBN1	FN1|1	GAP43|1	HA<500kDa	HA>500kDa	ICAM1	ITGA10B1	ITGA2B1	ITGA3B1	ITGA4B1	ITGA6B4	ITGA9B1	ITGAMB2	ITGAVB6	LAMB1	LUM	Laminin3B32	NID1|1	OMD	PECAM1|Long	POSTN|1	SPARC	SPP1|A	THBS1|1	TNC|1	VCAM1|1	VTN
ANGPT1|1	-0.25075411068714715	-0.67382683716811331	-0.14274170344731155	-0.21310903577782123	-0.1876262158392	-0.70683867208859896	-0.67295810467020589	-0.7737310744274789	-0.3437084879632526	0.12453832840890457	-0.46301441767588675	-0.7583834669644457	-0.46475188267170164	0.22212594567385033	-0.43782117523656805	-0.20471128829804811	-0.47546625014589455	-0.51455921255173287	0.076468463524688196	-0.46533103767030659	-0.76388543945119347	-0.0471811286774831	0.19374735074220434	-0.62807359227831683	-0.048629016173996134	-0.70278458709836433	-0.32980876799673242	0.18129551827219653	0.20706791571011959	-0.77315191942887396	-0.43289835774842528	-0.1725681858754699	-0.45722286768983655	-0.25364988568017255	-0.05094563616841595	-0.82411755930611519	-0.4777828701403144	-0.26117890066203758	1.0535029461713539	-0.21861100826456895	-0.29534904557973379	0.14046509087054274	-0.16214339590057944	-0.58724316487666306	0.74626121941139212	0.20359298571848986	-0.97904152143295786	-0.56842062742200006
ANGPT2|1	0.064306208553982863	-0.0098256312674596755	0.32811131041856861	0.43525498516049677	0.70658910200694813	-0.12710451848497584	-0.17807015836221762	0.49114344252588132	0.50185781000007423	-0.23917101071504676	-0.080482541097271848	0.20301383071988427	0.05677719357211717	-0.16909325588383953	0.015078033672555941	0.5357383774184673	0.23457777814385813	0.13901720337402973	0.94056772144337553	0.16971241830009617	0.61392430223014516	0.90871419652009922	0.45291921261794982	0.93998856644477058	-0.50818850756707767	-0.093223951066582128	0.30610342047157774	0.40803470022606131	0.28554341802109995	-0.15374564842080696	0.57135640983267655	0.26758961306434442	0.066622828548402679	0.036506768620941835	0.37647075280208742	0.38457892278255812	0.48766851253425092	-0.13463353346684087	0.87106912161077332	0.94896546892314804	0.42569892768351436	0.53052598243102267	0.12627579340471942	0.25542735809363842	1.3885441128643574	0.67589388708088172	0.77232319434861763	0.097897198473073446
AREG	0.28583299552040242	0.012471836178833646	0.39529329025675042	-0.16243297339988191	0.16131467082032305	0.42975301267374905	0.12366959591099713	0.19258904074499444	0.40079526274349808	-0.20007804830920847	0.25224200560131121	0.43641329515770666	-0.11465268601496802	-0.11262564351985069	-0.12768367348358078	1.0798544986078826	-0.15171860592568898	0.68718740955367963	0.69500600203484786	0.14220255586635761	0.65359641963458903	0.94809673642524062	0.87048996661216838	0.32029271793740105	1.1276347859927964	0.037375501118849262	0.33129666291089582	0.93303870646150988	0.0061011311941785032	0.16507917831125588	0.49983076750495625	0.019132118662791266	0.37010004781743228	0.091236915989115819	0.80301840927468338	1.1198161935116282	0.5655648598466263	0.39963695274628819	0.42656766018142178	0.82676376421748909	1.0175953362578429	0.81054742425654913	0.013919723675346033	0.61189725973502718	1.9650929139756532	1.1951063433302807	0.23399862314525319	0.49809330250914141
BMP2	2.5511977725639317	1.6532179472268504	1.8362309267860362	2.2575661882711877	2.7750411795247705	2.49096565270901	2.7550603320728975	2.2943425306826053	2.168955473484619	2.4869115677187739	2.6128777799153662	1.6758049921724463	1.6054376598419366	1.5663446974360977	2.1032213811429497	2.7475313170910329	1.4699153901683619	2.6186693299014161	3.112109388712891	2.316350420629596	1.7131604895824697	2.1504225135292594	2.8992699267255477	2.6838242672444803	3.0660665663237929	2.3586287355277631	3.0929972737589262	2.7953116044759465	2.7958907594745512	1.5362286375086369	2.4614287477801535	3.1665499585817631	2.3661577505096276	2.1735887134734586	2.1489746260327465	2.210654633384181	2.7692496295387206	2.651970742321204	-0.61446344981109913	3.1955077085120149	2.2905780231916739	1.9639346039784433	1.9526410815056447	2.2743616832307323	2.7156777921677566	3.6232136749818209	2.0655763062336239	2.2940529531833036
BMP3	0.60813275224409502	0.029267331138379257	-0.32633383800510207	-0.057026763653768617	0.33274455040740886	-0.11349437601775811	0.13293607588867706	0.18158509577149903	-0.17604311586709964	-0.36658511040815089	-0.077876343603549544	-0.56755189492409264	-0.46562061516960906	-0.24583129319900437	0.16681664330707074	0.76363586936954198	-0.49342005510265008	0.099055508470283993	-0.19920931581130039	-0.33241496549045474	1.0257035062383129	-0.025462816229795376	0.39905779774768324	-0.20789664079037598	0.24239637062502567	0.71846177947835099	-0.18994283583362048	0.60871190724269997	0.47984992005308341	-0.16793494588662963	0.48245611754680567	0.50822851498472943	0.4462589301339922	0.016815498668371447	0.47405837006703322	-0.11754846100799279	-0.004034081281409487	-0.14245212594800905	0.8513778516582029	0.27077496555667169	0.070097758540033056	-0.6190966897999387	0.29307243300296498	0.66460036460808447	1.1887356383456256	0.58844148229152393	0.37010004781743228	0.56527528234732383
BMP4	-0.39525328283909938	-0.22469213574992161	0.24355468062223559	-0.12131296849892564	0.062858321057469829	0.27888313553714167	0.20301383071988427	0.28786003801551974	0.22212594567385033	0.17260819329312094	0.67415642208506688	-0.40220314282235947	-0.26899749314320515	0.52299696744915702	-0.043127043687248422	0.44539019763608473	-0.081061696095876795	0.10513663595563666	-0.026621126227005288	-0.43753159773726552	-0.63212767726855212	-0.27189326813623055	0.99645617880875947	0.28467468552319186	-0.12884198348079071	0.15668143083148339	0.59857669476711195	-0.25770397067040723	0.023765358651631544	-0.22353382575271169	0.30986792796251061	0.7144076944881157	0.4731896375691258	-0.17025156588104945	-0.073532681114011747	0.090368183491208398	0.34519638287741666	0.097028465975166012	-0.11696930600938785	0.47695414506005801	-0.060212116146096506	-0.56639358492688208	-0.18530959584478018	0.47029386257610034	0.74104882442394682	0.71614515948393054	-0.086853246081926988	-0.23135241823387923
BMP5|1	1.9065982591165465	1.5547615974639974	1.4803401801432523	1.8715593817009422	2.0450163037831448	2.0334332038110445	2.1628743459992665	2.078317716202934	2.0238771463340619	1.5234872275393265	1.5683717399312151	1.2596821256747401	1.2536009981893876	1.128503518490704	1.3839108728755172	2.5795763674955769	1.9306331915586541	1.4716528551641774	2.2260022408472131	1.7925047243913577	0.87454405160240301	2.0374872888012803	2.0241667238333649	2.470405650258531	1.7180833070706125	1.9587222089909975	1.2434657857138003	2.3733971879921913	1.2787942406287063	2.135074906066226	1.9824675639338032	2.3059256306547056	1.9500348840119219	1.785265286908795	1.8249374043132389	1.9280269940649311	2.6337273598651461	2.5474332650729989	1.4458804577262536	2.8063155494494416	1.9856529164261312	1.4754173626551095	2.2535121032809515	1.4270579202715907	2.4547684652961959	2.4318918428512979	2.4347876178443228	1.551865822470972
BMP6	0.92493053648103984	0.29365158800156993	-0.19457607582246075	0.56527528234732383	1.228697333249372	1.3097790330540746	-0.34921046045000032	0.19780143573243969	-0.2455417156997019	-0.48791808261590236	0.4338070976639844	-0.93531531903827925	-0.92431137406478381	-0.63502345226157686	-0.35963525042489081	1.0989666135618479	-1.066783503721618	0.32521553542554316	1.170202678390265	-0.23685439072062694	2.4139380378945421	0.13641100588030741	1.5269621575309562	0.5461631673933578	1.7415390845141152	0.0052323986962710713	-0.017354646249324729	2.4243628278694325	1.2150871907821543	-0.47546625014589455	0.20938453570454005	0.95562575140710559	1.4516720077123038	-0.049787326171206042	1.1554342259258374	1.1722297208853825	0.31102623795972051	1.2107435282926164	1.4015751003329702	1.4568844026997492	1.156302958423745	-0.22700875574434143	-0.012431828761181971	1.337288895487813	2.3435707055640327	1.3604550954320138	1.0019581512955071	0.60755359724549007
BMP7	2.0235875688347602	0.88960208156613374	0.98950631882549933	0.21662397318710264	1.7484889444973759	0.69239980454112482	1.1035998535506883	1.4351660902520607	0.85340489415332021	0.683133324563445	0.68950402954810008	1.0451051986915814	0.71990966697486347	1.2272494457528595	0.88294179908217618	1.4125790453064655	0.72251586446858573	1.3720381954041143	1.8721385366995471	1.2188516982730864	0.041140008609782112	1.051765481175539	1.6135458298224066	1.5738737124179627	0.75205276939744159	0.83371362420074924	1.1232911235032585	1.0737733711225299	1.496556520104193	0.75755474188418936	1.3367097404892081	1.1560133809244424	0.88757503907101643	0.91740152149917475	1.1893147933442305	1.5052438450832686	0.96170687889245832	1.2926939605952266	0.58670401729570909	1.6034106173468188	1.3497407279578209	1.3549531229452663	1.0445260436929764	1.2504156456970603	2.3458873255584529	1.698971192116647	1.1754150733777102	0.8814939115856637
CSF2	-0.75201276197979061	-0.10625493853519553	-0.79979304936470452	-0.44361272522261819	-0.27044538063971818	-0.27334115563274292	0.092395225986326379	0.07675804102399067	-0.3825118728697891	-0.54091076498826152	-0.95095250400061437	-1.0285592738136866	-0.54091076498826152	-0.42942342775679554	-0.48241611012915464	0.02202789365581604	-0.75056487448327824	-0.14592705593963878	-0.92923419155292597	-0.04081042369282796	-0.67585387966323074	-0.035887606204685202	0.072993533533057819	0.18477044826382627	-0.086853246081926988	-0.57334344491014277	0.054170996078394873	-0.26291636565785248	-0.2284566432408538	-0.55017724496594211	0.12222170841448475	-0.13955635095498364	-0.14563747844033631	-0.50123864758381764	-0.085405358585414606	-0.053841411161441366	-0.076428456107036524	-0.24901664569133228	0.39789948775047335	-0.21803185326596397	-0.52411527002871594	-0.22092762825898876	-0.11204648852124573	0.218071860683615	0.60465782225246456	0.36836258282161743	-0.37034961789908377	-0.51369048005382545
CTGF|1	1.2049519783065663	1.180917045864458	-0.2301941082366693	0.081680858512133428	0.54471527989684543	0.4109304752190861	-0.14447916844312639	0.48593104753843608	0.51459921996938451	0.026661133644656318	0.29915356048831765	0.23834228563479098	0.35533159535300468	-0.17459522837058725	0.65822965962342872	0.61942627471689293	0.17637270078405379	0.19085157574917894	1.0016685737962048	0.46073780509911799	0.033900571127218893	0.28699130551761232	0.94317391893709779	-0.13868761845707619	0.58786232729291898	0.49867245750774636	0.33535074790113117	-0.068030708627264042	-0.11088817852403518	0.59770796226920453	0.25774397808805888	-0.16532874839290734	0.32174060543391347	0.36083356783975173	0.90958292901800664	0.71006403199857793	0.41730118020374124	0.080232971015620408	-0.57479133240665525	0.91132039401382214	0.27367074054969709	0.021738316156513563	0.89278743405846162	0.67241895708925203	1.4258996102743808	1.3008021305756965	0.11585100342982961	0.23023411565432034
CXCL1	-2.3580095731115063	-1.5367677850895904	-1.8891836017407442	-1.8469052868425777	-2.3362912606638182	-1.8011520419527816	-1.2075181683826375	-1.6916917472164328	-2.4443036679036543	-2.0855171462678452	-2.3501909806303387	-1.5344511650951704	-2.5780884725814137	-2.2352287134072424	-1.2775959232138447	-0.98338518392249563	-2.4628366278590148	-1.8208433119053518	-1.1081930861218769	-1.9740298090363795	-0.47286005265217163	-1.4510528452960478	-1.1374404135514302	-1.7834878144953283	-1.704722734685046	-2.2728737883165686	-1.4414967878190648	-0.53396090500500137	-1.6019227224326549	-1.5833897624772946	-1.6974832972024831	-1.6126370899068478	-1.4727711577437359	-2.0626405238229473	-1.3470945230464471	-1.4397593228232499	-1.7988354219583613	-1.9743193865356818	2.4061194454133745	-1.2260511283379982	-1.7779858420085808	-1.8454573993460652	-1.3566505805234297	-1.9230641691591377	-1.2576150757619715	-1.5211306001272551	-2.1127374312022811	-1.883971206753299
CXCL12|Alpha	0.32753215541996367	0.087472408498183621	0.10513663595563666	-0.15751015591173917	0.33100708541159335	0.34548596037671914	0.57598964982151613	0.37299582281045773	-0.027489858724912719	0.15726058583008837	-0.062239158641213849	-0.55336259745826932	0.10542621345493913	0.47203132757191585	-0.18617832834268763	0.18534960326243122	-0.12971071597869877	0.18795580075615417	1.0193328012536578	0.064595786053285337	0.25977102058317625	0.057645926070025243	0.37125835781464223	0.94896546892314804	1.382462985379004	0.013340568676741079	1.0257035062383129	0.64983191214365621	0.35967525784254184	0.3333237054060138	0.26150848557899109	0.2774352480406293	0.30957835046320814	0.37994568279371782	0.62637613470015296	0.58293950980477693	0.32898004291647603	0.26382510557341154	0.3715479353139447	1.2976167780833692	0.26932707806015926	0.45610456511027769	0.30060144798483002	0.44162569014515191	1.5017689150916382	0.92840546647267019	-0.045733241180970718	-0.35123750294511769
CXCL12|Beta	0.19838059073104464	0.31594905544786328	-0.31822566802463204	0.25253158310061369	0.018842541163488789	-0.22353382575271169	-0.097857191055422413	0.72656994945882103	-0.59506175735783051	-0.42073610277771994	-0.16214339590057944	-0.90548883661012025	-0.43695244273866057	-0.13926677345568117	-0.11986508100241326	0.18158509577149903	-0.55481048495478169	-0.58782231987526801	0.44278400014236247	-0.34052313547092539	-0.16532874839290734	-0.9642730689685296	-0.037914648699803183	-0.92373221906617886	0.026081978646051364	0.09558057847865363	-0.25741439317110476	-0.14216254844870657	-0.40596765031329229	-0.29737608807485111	-0.51629667754754838	-0.39004088785165414	-0.29534904557973379	-0.2148465007736361	-0.031254366215845569	0.13322565338797954	-0.48531188512217943	0.45726287510748759	-0.17169945337756248	0.055618883574907262	-0.82527586930332575	-0.010694363765367108	-0.46706850266612143	0.27801440303923425	0.86006517663727788	0.52791978493729974	-0.18357213084896534	-0.56002287994222688
CXCL8|1	-0.13463353346684087	-0.73521726702024492	-0.50210738008172506	-0.77257276443026901	-0.54438569497989187	-0.4143653977930648	-0.73521726702024492	-0.24785833569412236	-0.64371077724065251	-0.28376594560763341	-0.89564320163383537	-0.5107947050608006	-0.42681723026307261	-0.6877265571346336	-0.7772060044191087	0.05214395358327753	-0.90404094911360788	-1.2231553533449733	-0.63820880475390485	-0.4155237077902747	-0.38540764786281384	0.38399976778395251	0.34925046786765135	0.017394653666976404	-0.97180208395039525	-1.160027458497026	-0.30461552555741367	-0.60403865983620864	-0.7989243168667971	-0.50471357757544799	-0.92112602157245593	-0.72913613953489231	-0.48038906763403733	-0.97817278893505044	-1.0482505437662577	-1.0085784263618138	-0.31735693552672462	-0.6254673947845939	1.40389172032739	0.23834228563479098	-0.5724747124122348	-0.13637099846265638	-0.090907331072162312	-1.4110911503923016	0.54124034990521497	-0.34892088295069784	-0.96021898397829486	-0.34805215045279042
DLL1|1	1.0668235111392692	1.3642196029229461	1.1736776083818954	0.23805270813548787	1.0963604160681251	1.0526342136734466	0.7633462918702395	0.91942856399429218	1.1383491534669894	0.84355925917703467	0.57598964982151613	1.0097767437766754	1.1812066233637606	0.63390514968201805	1.2515739556942702	0.92927419897057761	0.6185575422189854	1.0233868862438931	1.3346826979940902	0.83863644168889195	1.1725192983846855	0.72019924447416594	1.2808212831238237	0.58351866480338188	1.3173080480359396	0.81344319924957387	0.28670172801830984	0.85079869665959729	0.67763135207669722	0.78303756182281059	0.94520096143221577	1.1114184460318557	0.79230404180049041	1.1062060510444105	0.29509947549808235	0.83516151169726227	1.0375761837097157	1.4328494702576409	1.1565925359230473	1.2130601482870362	0.5313947149289302	0.73467811943929173	0.56324823985220585	0.8119953117530615	2.0482016562754728	1.5423097649939896	1.0007998412982972	1.1007040785576627
DLL4	-0.65239810221972749	-1.5613818725303039	-0.9318403890466489	-0.65268767971902997	-0.97701447893784055	-0.41523413029097223	-1.0827102661832564	-0.48647019511938999	-1.0740229412041806	-1.1614753459935385	-1.219101268354738	-1.2251823958400905	-0.70481162959348165	-1.8260557068927972	-0.45548540269402105	-0.18530959584478018	-1.2303947908275357	-1.1559733735067907	-0.28405552310693588	-0.60780316732714079	1.0506071711783291	-0.13955635095498364	-0.52903808751685866	-0.94718799650968211	-0.41349666529515738	-0.63965669225041721	-0.86581671920567704	-0.85452319673287913	-0.49950118258800275	-0.55510006245408416	-0.77517896192399138	-1.2610900057536019	-0.61880711230063623	-0.69380768461998621	-0.93097165654874148	-0.073532681114011747	-0.86350009921125659	-1.1982516884049572	1.7253227445531751	0.23226115814943768	-1.1582899935012112	-0.63010063477343414	-1.0552004037495177	-0.7989243168667971	0.63100937468899321	-0.26870791564390267	-0.74274628200211068	-1.0832894211818613
EGF|1	-0.13463353346684087	0.21228031069756484	-0.14621663343894126	-0.40712596031050224	-0.40596765031329229	-0.43434624524493831	-0.40509891781538487	-0.36484764541233605	-0.4977637175921879	-0.2304836857359718	0.45234005761934487	-0.39033046535095661	-0.80848037434378006	0.089789028492603437	-0.66137500469810551	0.15755016332939084	-0.83801727927263603	-0.56465611993106724	-0.039362536196315571	-0.37758905538164633	0.28901834801272969	-0.39148877534816651	0.30407637797646042	-0.10306958604286764	-0.37092877289768872	-0.043127043687248422	-0.048918593673298608	0.026371556145353841	-0.46069779768146629	-0.36050398292279823	0.021738316156513563	-0.75664600196863085	-0.25770397067040723	0.14625664085659293	-0.15345607092150448	0.19780143573243969	-0.024304506232584826	-0.013300561259090045	1.2637362106649754	0.23660482063897548	0.3880538527741878	-0.29795524307345606	-0.60635527983062842	0.65533388463040387	1.041630268699951	0.061989588559562402	-0.4326087802491228	-0.77315191942887396
FASLG|1	-0.34776257295348795	-1.1762437984579668	-1.0375361762920647	-0.080772118596574322	-0.2878200305978687	-0.079613808599364413	-0.47691413764240698	-0.12884198348079071	-0.49921160508870027	-0.48878681511380984	-1.4342573503365024	-0.79081614688632706	-0.93299869904385879	-0.96861673145806737	-0.34168144546813528	-0.13115860347521116	-0.73319022452512761	-0.82324882680820766	-0.13086902597590869	-0.37063919539838625	0.0011783137060357466	0.26556257056922644	0.18592875826103683	-0.33444200798557272	-0.74390459199932057	-1.1122471711121122	-0.63647133975808934	-0.50963639506359071	-0.34515637545976502	-0.84438798425729111	-0.44853554271076096	0.21459693069198466	0.072703956033755346	-0.72681951954047253	-0.14158339345010162	-0.62865274727692178	-0.62749443727971188	-0.67295810467020589	-0.58753274237596553	-0.0098256312674596755	-0.401913565323057	-0.68483078214160875	-0.37729947788234386	-0.34399806546255512	1.2197204307709946	-0.25799354816971037	-0.35384370043884061	-0.82209051681099776
