	ALCAM|1	BCAN|1	BGN	CD44|1	CDH15	CDH1|1	CDH20	CDH3|1	CDH6|1	CDH8	CEACAM6	COL1	COL23A1|1	COL2A1|2	COL3A1|1	COL4	COL5A1	DCN|A	DSG2	ECM1|1	ELN|3	FBN1	FN1|1	GAP43|1	HA<500kDa	HA>500kDa	ICAM1	ITGA10B1	ITGA2B1	ITGA3B1	ITGA4B1	ITGA6B4	ITGA9B1	ITGAMB2	ITGAVB6	LAMB1	LUM	Laminin3B32	NID1|1	OMD	PECAM1|Long	POSTN|1	SPARC	SPP1|A	THBS1|1	TNC|1	VCAM1|1	VTN
ANGPT1|1	0.10736456659909732	0.24891351454041855	0.27671777217175203	-0.42091632839618942	0.26913479281775238	0.12505818509176389	0.11747520573776649	-0.19089928799154215	0.53959438977706065	0.28177309174108661	-0.077154597681552153	0.61289652353238744	-0.001324804141558084	0.96171357381635703	0.19583265906242336	0.75950079104304546	1.5152710666583122	0.44607097774440452	0.48651353429906319	0.45365395709840411	-0.39311207076485821	0.087143288321767959	0.20341563841642524	-0.056933319404220556	-0.15551205100621129	0.12000286552242929	0.12000286552242929	0.039117752413105125	0.031534773059105493	0.80752632695170379	0.60278588439372272	-0.069571618327552529	0.19330499927776057	0.16550074164642709	-0.22123120540754068	0.056811370905769432	0.38793480269707248	-0.27431206088553362	-1.1589929855187895	0.18066670035442636	0.24385819497108846	0.43090501903640521	0.58003694633172387	-0.001324804141558084	-0.013963103064890056	-0.152984391221544	0.12758584487643118	0.06439435025976907
ANGPT2|1	1.1639263565896731	0.94654761510835772	1.0577646456336827	1.1639263565896731	1.0122667695096894	0.51937311149973131	0.94401995532369276	0.92885399661569346	0.70894759534971308	1.1689816761590077	0.80752632695170379	1.1917306142210065	1.0678752847723474	1.0299603880023538	1.1234838000350098	1.0324880477870189	1.7629817255556215	1.0274327282176887	0.6230071626710566	0.9212710172616938	-0.46135888495085264	0.77719440953570529	0.67608801814904951	0.70894759534971308	0.80499866716703883	0.92379867704636331	1.1285391196043444	0.75444547147371088	1.2852540262536627	1.5784625612749699	1.3105306241003267	0.72158589427304731	1.0628199652030172	1.3484455208703248	0.94654761510835772	0.70136461599571343	0.80247100738236921	0.74433483233504616	0.13516882423042856	0.79994334759770869	1.3636114795783241	1.4546072318263152	1.0324880477870189	0.9869901716630255	0.70641993556504801	0.63311780180972121	1.1184284804656752	1.0602923054183522
AREG	-0.65851634815483406	-1.0578865941321316	-0.88600572877481409	-1.0604142539167989	-1.0806355321941328	-1.2980142736754459	-1.0048057386541387	-0.9567802027454736	-0.89106104834414868	-0.97952914080747466	-0.89611636791348104	-0.88600572877481409	-1.0958014909021296	-1.1084397898254617	-0.89358870812881375	-1.0553589343474687	-0.93150360489880957	-1.0781078724094655	-0.88853338855948139	-0.68126528621683302	-0.92897594511414683	-0.9871121201614721	-0.96436318209947547	-0.84556317222015087	-0.91633764619081259	-1.2070185214274547	-0.84556317222015087	-1.0300823365008047	-0.85820147114348277	-0.87589508963614937	-1.0199716973621356	-0.91380998640614752	-0.85820147114348277	-0.81017593523482223	-1.1969078822887878	-0.95172488317614345	-0.91128232662148023	-1.2196568203507867	-0.98458446037680702	-1.0376653158548022	-0.93150360489880957	-1.0123887180081383	-0.84050785265082073	-1.0958014909021296	-1.0755802126247982	-1.0528312745628015	-1.0300823365008047	-1.1387717072414603
BMP2	1.1184284804656752	0.93138165640035853	1.0324880477870189	1.050181666279683	0.99204549123235553	1.0350157075716837	1.0628199652030172	0.92632633683102839	1.1563433772356735	1.136122098958344	0.94654761510835772	1.2321731707756653	1.1967859337903366	1.1411774185276786	1.1057901815423454	1.1993135935750061	1.33833488173166	1.2068965729290013	1.2296455109910047	1.2068965729290013	0.5926752452550581	1.0855689032650162	0.84544122372170194	1.0754582641263515	1.072930604341682	1.1159008206810148	1.0552369858490176	1.050181666279683	1.0425986869256834	1.050181666279683	1.0451263467103529	1.1942582740056715	1.0249050684330192	1.0754582641263515	0.99710081080169011	1.0122667695096894	1.2094242327136708	0.96424123360102654	0.35254756571174384	1.0805135836956816	0.87071782156836597	1.1942582740056715	1.0350157075716837	0.97940719230902129	0.75697313125837595	0.9516029346776923	1.0602923054183522	1.0046837901556853
BMP3	-0.65598868837016677	-0.64335038944683487	-0.72423550255616342	-0.31980993700953142	-0.61301847203084081	-0.55993761655284335	-0.61049081224617352	-0.73687380147949544	-0.59532485353817421	-0.5523546371988437	-0.37794611205685891	-0.71159720363283152	-0.59785251332284151	-0.70401422427882965	-0.60038017310750658	-0.62565677095417271	-0.28947801959353286	-0.72676316234083083	-0.57510357526084266	-0.74698444061816016	-0.47905250344351696	-0.82028657437348695	-0.76215039932615936	-0.97194616145347279	-0.53213335892151215	-0.66609932750883372	-0.68884826557083256	-0.48916314258218163	-0.51949505999818013	-0.55488229698350877	-0.4284993077501868	-0.70654188406349694	-0.67368230686283337	-0.62565677095417271	-0.39311207076485821	-0.4739971838741846	-0.64335038944683487	-0.52455037956751471	-0.80512061566548765	-0.63071209052350286	-0.71159720363283152	-0.62818443073883556	-0.59532485353817421	-0.94919722339147616	-0.62312911116950542	-0.60796315246150623	-0.5826865546148422	-0.66357166772416865
BMP4	-0.25661844239286929	-0.46894186430485002	-0.42091632839618942	-0.20353758691487411	-0.31475461744019684	-0.47652484365884967	-0.45883122516618535	-0.48410782301284927	-0.35266951421019499	-0.4739971838741846	-0.51191208064418281	-0.46135888495085264	-0.4512482458121857	-0.53718867849084673	-0.3577248337795273	-0.28947801959353286	-0.37036313270285931	-0.37036313270285931	-0.40069505011885559	-0.41333334904218755	-0.36530781313352695	-0.28189504023953549	-0.4512482458121857	-0.46641420452018495	-0.50432910129018094	-0.22123120540754068	-0.49927378172084852	-0.44113760667351876	-0.26672908153153624	-0.40322270990352288	-0.29958865873219753	-0.30211631851686482	-0.41080568925752475	-0.40827802947285746	-0.45377590559685077	-0.3804737718415262	-0.34761419464086263	-0.59532485353817421	-0.60038017310750658	-0.4739971838741846	-0.29706099894753474	-0.44619292624285339	-0.26925674131620125	-0.49421846215151621	-0.64840570901616945	-0.49927378172084852	-0.49421846215151621	-0.52455037956751471
BMP5|1	-0.049350340050220924	-0.31728227722486413	-0.26672908153153624	-0.34508653485619534	-0.254090782608202	-0.34761419464086263	-0.19848226734553953	-0.254090782608202	-0.2060652466995414	-0.2060652466995414	-0.54477165784484405	-0.2060652466995414	-0.12518013359021277	-0.14792907165221164	-0.11506949445154807	-0.16309503036021092	-0.17067800971421054	-0.099903535743548808	-0.16309503036021092	-0.046822680265553633	-0.38805675119552357	-0.23639716411553768	-0.23386950433087264	-0.094848216174218722	-0.31475461744019684	-0.40069505011885559	-0.10495885531288339	-0.3501418544255277	-0.20353758691487411	-0.15551205100621129	-0.32486525657886151	-0.36025249356419459	-0.46641420452018495	-0.12770779337488006	-0.3804737718415262	-0.19595460756087674	-0.34255887507152805	-0.5826865546148422	-0.74445678083349287	-0.152984391221544	-0.2060652466995414	-0.18078864885287746	-0.19089928799154215	0.01384115456644118	-0.3501418544255277	-0.46135888495085264	-0.41080568925752475	0.22110925690908956
BMP6	1.5076880873043126	1.1209561402503447	1.2953646653923274	1.7958413027562852	1.0400710271410183	1.0577646456336827	1.4596625513956498	1.0906242228343508	1.3888880774249881	1.4065816959176567	1.4824114894576486	1.5203263862276468	1.479883829672979	1.4040540361329872	1.6138497982603028	1.704845550508294	1.6719859733076305	1.4723008503189794	1.6492370352456316	1.4166923350563214	0.64575610073305101	1.6037391591216383	1.2953646653923274	1.2953646653923274	1.5228540460123072	1.5986838395523038	1.6593476743843008	1.1740369957283423	1.11084550111168	1.8893647147889456	1.5076880873043126	1.2675604077609983	1.5102157470889777	1.5557136232129753	1.2347008305603349	1.9475008898362733	1.7528710864169568	1.2094242327136708	0.15033478293842781	1.3787774382863234	1.6467093754609665	1.7832030038329554	0.87830080092236551	1.4571348916109848	0.73169653341171204	1.5557136232129753	0.89599441941502989	1.1209561402503447
BMP7	-0.22123120540754068	-0.66104400793950135	-0.53466101870617944	-0.52707803935217756	-0.61049081224617352	-0.60290783289217165	-0.48663548279751656	-0.47652484365884967	-0.54477165784484405	-0.44872058602752068	-0.38300143162619349	-0.51443974042884555	-0.39058441098019092	-0.52707803935217756	-0.48158016322818425	-0.38805675119552357	-0.33244823593286338	-0.50180144150551365	-0.41586100882685484	-0.41586100882685484	-0.92139296576014496	-0.34761419464086263	-0.36025249356419459	-0.34508653485619534	-0.46388654473551766	-0.37036313270285931	-0.30464397830153211	-0.41838866861152213	-0.40827802947285746	-0.45377590559685077	-0.55993761655284335	-0.57257591547617537	-0.56246527633751064	-0.36530781313352695	-0.75709507975682477	-0.35266951421019499	-0.3273929163635288	-0.42091632839618942	-0.92897594511414683	-0.39816739033419279	-0.33750355550219574	-0.62312911116950542	-0.17826098906821017	-0.64587804923150216	-0.61049081224617352	-0.52960569913684485	-0.4284993077501868	-0.65851634815483406
CSF2	-0.63323975030817015	-0.70148656449416458	-0.59785251332284151	-0.63323975030817015	-0.71159720363283152	-0.77984401781882373	-0.55993761655284335	-0.62060145138483813	-0.65598868837016677	-0.55993761655284335	-0.78489933738815609	-0.57763123504550762	-0.61807379160017084	-0.64587804923150216	-0.66357166772416865	-0.67368230686283337	-0.72676316234083083	-0.54224399806017676	-0.53213335892151215	-0.57257591547617537	-0.94414190382214158	-0.70654188406349694	-0.68632060578616527	-0.56499293612217572	-0.75456741997215748	-0.63576741009283744	-0.54224399806017676	-0.75456741997215748	-0.5826865546148422	-0.67873762643216573	-0.64082272966216758	-0.77731635803415866	-0.82786955372748883	-0.56752059590684301	-0.86072913092815007	-0.63071209052350286	-0.56752059590684301	-0.84556317222015087	-0.99216743973080668	-0.65093336880083674	-0.55488229698350877	-0.5523546371988437	-0.64335038944683487	-0.66104400793950135	-0.86325679071281747	-0.72929082212549357	-0.71159720363283152	-0.72423550255616342
