MEP	ECMp	Ligand	Nuclear Area	Dapi Intensity	Spot Cell Count	DNA2N Proportion	KRT19 Intensity	KRT5 Intensity	Edu Intensity	Mitotracker Intensity	CellMask Intensity	Actin Intensity
ALCAM|1_FGF2|3	ALCAM|1	FGF2|3	1.5663148594	0.483776776285	0.332014296526	-2.09704282365	0.55864160098	1.65132597755	-0.756870000075	0.0268963330249	1.18111721861	0.15365806991
ALCAM|1_FGF6	ALCAM|1	FGF6	-0.928362738379	1.7421183215	1.51742778091	0.671627544618	0.987230792356	2.1655336249	-0.938094922654	-1.38745756694	0.609525713744	-0.502912307862
ALCAM|1_FLT3LG|1	ALCAM|1	FLT3LG|1	-1.07828111543	0.9805305415	-0.0633943593742	-1.98728129547	-0.856883029045	0.438266068336	-0.673037326534	0.218617500612	-1.25721580217	0.220007690105
ALCAM|1_GPNMB|1	ALCAM|1	GPNMB|1	-0.0320957369755	-0.839877658684	-0.0304489162593	0.135723454431	-0.061979770396	-0.328942267881	-0.115543542561	-0.743051783151	-1.60764940432	-1.47132949893
ALCAM|1_HGF|1	ALCAM|1	HGF|1	0.0900996695821	0.496086164601	0.747478501737	-0.610184694311	2.65619409353	-1.66808579076	1.19353803088	0.765251918805	-0.880967333269	1.39710244529
ALCAM|1_IGF1|1	ALCAM|1	IGF1|1	0.292311137801	1.25999931967	0.380327557664	-0.273462779457	-0.604018682894	0.685136425853	1.27311794887	-0.727303286991	-0.986582238419	1.42455196049
ALCAM|1_IGFBP2	ALCAM|1	IGFBP2	-0.453252601127	-1.7907930506	-0.150666283052	-0.220459022376	-0.782392934566	0.0388673926541	-0.277895669647	-0.619204705421	0.643562423681	-0.0545479386802
ALCAM|1_IGFBP3|1	ALCAM|1	IGFBP3|1	1.3152676159	0.0840487265733	-0.346492255516	-0.0814592466217	0.290946960256	-0.199242764902	-1.3157971791	-0.828464532562	0.452935324236	-1.16545426746
ALCAM|1_IL13	ALCAM|1	IL13	1.2051462532	-0.862988808123	-1.01357594251	0.938828747401	-1.02486590735	-0.6518058589	2.07348898913	-0.497948024521	1.05081652568	-0.413568805465
ALCAM|1_IL15|IL15S48AA	ALCAM|1	IL15|IL15S48AA	1.04621055025	-1.06002385717	0.59942092776	0.683844082781	-0.237581721557	-0.794958410161	-0.290715832637	-0.683057894266	-1.50782475015	-0.802333268896
ALCAM|1_IL1B	ALCAM|1	IL1B	0.799893461315	0.00247029141128	-0.855645315126	0.196877429632	-0.782662874872	0.224733015102	1.19178734425	1.03335108249	-1.24044839734	1.28490443962
ALCAM|1_IL6	ALCAM|1	IL6	0.291562582271	-0.0382873546434	-0.22026450963	-0.90218745495	-0.731280396405	-0.0119898983756	-0.95238615604	-0.701317601354	0.0907651055377	-0.585241306367
ALCAM|1_IL7|1	ALCAM|1	IL7|1	0.948116696459	0.995507709266	-0.226452722183	0.455098934518	0.0903543515605	-0.328825717387	0.722094380075	0.713788668639	1.80191914975	1.05569296502
ALCAM|1_JAG1|1	ALCAM|1	JAG1|1	1.46976888562	-1.72239278463	0.0142018458423	-0.12677563877	-0.00116125181586	-0.454254223018	-0.320899576184	-0.501264298433	0.781250499086	0.467174461697
ALCAM|1_JAG2|Long	ALCAM|1	JAG2|Long	-1.1546212468	1.42833407616	-1.29587610433	-2.04477576846	-0.574877434916	0.419297285186	-0.175070936983	0.420707705691	-1.09115536969	0.318977799255
ALCAM|1_KITLG|1	ALCAM|1	KITLG|1	0.0161634802075	0.700083583303	-1.08992166164	-0.552418380352	-0.556142130306	-0.0729586202282	1.43572168362	-0.124712468156	1.44276793359	0.852448484366
ALCAM|1_KNG1|HMW	ALCAM|1	KNG1|HMW	-0.96088286438	0.124690439023	-0.934106277002	0.0529744298845	0.0207496536872	0.668029161049	-2.10129670792	-0.51356308049	-1.31213837579	-0.176542537013
ALCAM|1_LEP	ALCAM|1	LEP	1.53888901218	1.5360587661	1.36302545352	0.108696023844	0.263284115195	-0.10352023086	-0.78032515888	-0.260083587974	0.475850853554	-0.863840343517
ALCAM|1_LYVE1	ALCAM|1	LYVE1	1.64314902177	0.673579312666	-0.685002643205	-0.130455557506	-0.610475658886	0.412726624521	-0.693872492132	3.40289392197	-1.28243465866	0.922751892829
ALCAM|1_NRG1|10	ALCAM|1	NRG1|10	-0.351757742214	-1.3920623579	-0.558981690135	0.250258644593	-0.911895870629	-1.22035965734	-0.113930229885	-0.589829989997	0.408537701146	-0.467847580242
ALCAM|1_NRG1|1	ALCAM|1	NRG1|1	0.901273538061	0.576827163187	0.894402044322	-1.02595998707	0.296945759248	0.972559903212	-0.982507110429	-0.611409066388	-1.12788867622	-0.223500462797
ALCAM|1_NRG1|6	ALCAM|1	NRG1|6	-0.161777847792	0.101347664432	-0.66947261628	-0.175968167842	-0.710881644762	-0.0320691164098	3.33370501577	-0.329538145599	0.571935837477	-0.374568277209
ALCAM|1_PDGFAB	ALCAM|1	PDGFAB	0.601898606684	-0.852342603108	-0.897791060393	-0.280476421282	0.24954764235	0.0927777990976	-1.00434304782	-0.411696847823	0.0963360785809	-0.216801818859
ALCAM|1_PDGFB|1	ALCAM|1	PDGFB|1	0.35173410163	-0.54527211774	0.723651016994	0.273649627685	0.386988701322	0.468973057887	0.819121382744	0.230349594016	1.31098946384	0.965852369858
ALCAM|1_PTN	ALCAM|1	PTN	-0.282390043633	0.372285241573	-0.20468534541	-1.54848434427	0.586279911056	1.39538542837	-0.604931463196	-0.207944937479	0.962676225238	-0.104750042639
ALCAM|1_SHH	ALCAM|1	SHH	-0.0390618143244	-1.1220796601	-0.414248362247	0.793548309812	-0.637974430845	-0.0341074911164	-0.416898474379	-0.952362193135	0.55907542255	-0.716383985422
ALCAM|1_TGFB1||Cterminus	ALCAM|1	TGFB1||Cterminus	-0.0244318895092	1.06807817406	0.661375091456	-0.814676101103	-0.673972639234	0.175148946251	-0.880952551624	-0.476085446986	0.315114768894	-0.363912598586
ALCAM|1_TGFB1||LAP	ALCAM|1	TGFB1||LAP	0.673682864758	-0.491768878905	0.135134648643	0.408879739448	0.133396207167	0.332302178604	0.619635101343	1.66572223632	1.5234883622	1.32129719181
ALCAM|1_TGFB2|A	ALCAM|1	TGFB2|A	-0.265787798209	-0.764032170755	-0.796279081467	-0.679610121644	0.099614577854	-0.249462652382	0.239659138313	-0.104625668259	0.852794157845	1.38024343591
ALCAM|1_THPO|1	ALCAM|1	THPO|1	0.452502940443	1.49111392214	-0.601964449065	-1.32603090258	-0.574305704176	0.861234211138	-0.760756021084	2.96437580977	-0.930291357936	1.90931380823
ALCAM|1_TNFRSF11B	ALCAM|1	TNFRSF11B	-0.657237796119	0.990354150445	-0.614886635525	-2.67534180707	-0.814107530909	0.0300461446911	-0.861944260188	2.78755177558	-0.740924235655	1.70040357917
ALCAM|1_TNFSF11|1	ALCAM|1	TNFSF11|1	2.14280097945	-1.43575706146	1.14157289902	0.252899413161	0.289799393116	0.282107866062	0.219362893979	-0.349902987645	1.1285608392	0.290975112426
ALCAM|1_TNF	ALCAM|1	TNF	-0.486049167982	-1.14533989189	0.688098688526	1.35054371007	0.188262895914	0.652680703304	-0.0855216465005	-0.212270541851	-1.32909077676	-0.0367997408546
ALCAM|1_VEGFA|VEGF206	ALCAM|1	VEGFA|VEGF206	-0.44567904107	0.932881355129	0.00372690865721	-0.063400265017	-0.530996164297	-0.339492583202	-0.376725528769	-0.768386762231	0.485360297215	-0.851707748217
ALCAM|1_WNT10A	ALCAM|1	WNT10A	-0.807674143923	-0.696288338123	-0.776297291797	0.269317187273	0.499662860441	1.70015574314	0.972272291893	0.152648224379	1.50275695715	0.877548372856
ALCAM|1_WNT3A|1	ALCAM|1	WNT3A|1	0.131706835189	-0.859714457134	-0.300084025693	0.495578799618	0.236702214935	0.346489787671	-0.911039527966	-0.254920883455	0.283858665319	-0.268134467968
ALCAM|1_Wnt5a|1	ALCAM|1	Wnt5a|1	-0.199528086565	0.29660985543	-0.356474217229	-0.568475627744	2.7689705985	0.195004622416	1.65410654264	0.917078587802	-0.900692202899	1.13122656602
BCAN|1_ANGPT1|1	BCAN|1	ANGPT1|1	-0.69369588627	0.500202848449	1.3848222722	-0.799285105593	-0.995987990077	-0.508397839346	1.3366908834	0.0881916963034	0.983333119983	1.01976884181
BCAN|1_ANGPT2|1	BCAN|1	ANGPT2|1	-0.535335424824	1.09956744266	0.644536385627	-0.57305488256	-0.688767185221	0.44897352615	0.906855305833	0.778655201669	-1.32637515876	0.791271592939
BCAN|1_AREG	BCAN|1	AREG	0.0141671347745	-1.45412139307	-0.230552639337	0.587487570986	0.204880698352	-0.229233678737	-0.11535967506	-0.896234354758	0.361461176486	-1.02303750831
BCAN|1_BMP2	BCAN|1	BMP2	-0.0680748890478	0.428659343701	-0.933368434506	2.194264367	-0.703778226493	0.485095926025	-0.578528169563	0.761706163078	0.769708975192	-0.53787599564
BCAN|1_BMP3	BCAN|1	BMP3	-0.900719164608	-1.11500240487	-1.61784567588	-0.436580960216	0.247229513258	0.670159611884	-0.569926632394	-0.621121603627	0.50230678044	-0.180768310573
BCAN|1_BMP4	BCAN|1	BMP4	-0.89828265484	-0.800192697603	1.73906783066	0.508325532346	-0.0667959282224	-1.0751600665	0.227456854689	-0.49536771865	0.643628121971	-0.662089855709
BCAN|1_BMP5|1	BCAN|1	BMP5|1	-0.453148820545	-1.11965128278	0.367522831	2.25262828457	0.240045131915	0.696276032645	0.383753992413	-0.382611214942	0.59335464698	-0.91070212742
BCAN|1_BMP6	BCAN|1	BMP6	-1.84811332083	1.26687078369	-0.491790613425	-0.125880192573	-0.291240208687	-0.0962859046973	-0.814830651337	0.974623818647	-0.827474390056	1.3032740428
BCAN|1_BMP7	BCAN|1	BMP7	-1.86823881002	-0.937082589197	0.386009360134	1.34530319078	0.509435310478	-0.766519598659	-0.350682315554	-0.633857548883	0.9331499565	-0.4438891173
BCAN|1_CSF2	BCAN|1	CSF2	-0.783936583816	-0.664719022995	0.347121955566	0.744770194137	5.96564376843	-3.74949688697	0.466403909681	-0.663003999542	-0.3953658254	-0.680232400018
BCAN|1_CTGF|1	BCAN|1	CTGF|1	0.49083036728	0.476587506472	2.05864575823	-0.0004959699617	0.282159502012	0.414048075293	-0.794469520189	0.365286162997	0.894841156582	0.62088109135
BCAN|1_CXCL12|Alpha	BCAN|1	CXCL12|Alpha	0.31626299772	0.0404673409342	3.29269055153	0.0930168130521	0.448919170528	0.544519964113	-0.384679685784	-0.911871678488	-1.51990016313	-0.405451382393
BCAN|1_CXCL12|Beta	BCAN|1	CXCL12|Beta	-1.64992453304	-0.964621065637	0.305555528334	-0.533191884144	-0.955435256779	-0.442824282253	-0.551473060111	-0.605274879914	0.189658429211	-0.335295131205
BCAN|1_CXCL1	BCAN|1	CXCL1	-0.814957870366	-1.24984347514	-0.251048668663	0.316293769003	-0.766102794439	-1.1206381024	2.00204336052	1.62089696745	-1.07477301206	1.14327176645
BCAN|1_CXCL8|1	BCAN|1	CXCL8|1	0.327853157588	0.068271456723	0.0141610279221	0.506360987342	-1.001746747	-1.5607481604	1.19845086886	-0.422443859403	-1.4157408954	-0.567195651963
BCAN|1_DLL1|1	BCAN|1	DLL1|1	0.742585083018	1.16836595879	-0.00152296199185	-0.0451809470032	-0.0599845732113	0.155162167127	-1.07566370734	-0.61858416251	-1.36314386925	-1.39087185869
BCAN|1_DLL4	BCAN|1	DLL4	-0.603723300203	0.971260794306	0.333555853708	-0.750125276577	2.79586371708	-0.925632090373	1.40743793428	1.25968309819	-1.00401023901	0.989108524329
BCAN|1_EGF|1	BCAN|1	EGF|1	0.769059618429	0.917493489662	-1.46066444526	-0.475625025618	-0.866741832673	-0.330182213485	-0.367034623839	0.378568181935	0.444538993607	0.498674993848
BCAN|1_FASLG|1	BCAN|1	FASLG|1	-0.832683795344	-1.51854678382	-0.0158943114958	-0.0199180235865	-0.906167548534	-0.533761568378	-0.0450087267142	-0.877828911014	0.190432299945	-0.544054717998
BCAN|1_FBS	BCAN|1	FBS	0.0474447485827	0.545606725953	0.20263880924	-0.676516019022	-0.906008372985	-0.862532085178	-0.881865127776	-0.689581229867	-0.555613952696	-0.64742698049
BCAN|1_FGF2|3	BCAN|1	FGF2|3	1.42460032938	0.452307275017	0.0456801875598	-1.93296901583	0.429349662512	1.17275580476	-0.607766706378	0.0692994812046	1.10888488316	0.526587866317
BCAN|1_FGF6	BCAN|1	FGF6	-1.34350305076	1.7643424178	1.80600718487	0.613569428946	0.568195025006	1.35283236334	-0.877729161836	-1.40068954587	0.608731497074	-0.467086050477
BCAN|1_FLT3LG|1	BCAN|1	FLT3LG|1	-1.91696853057	1.1587989181	0.0565187317278	-1.845133513	-0.676755921316	1.13985797543	-0.764417972155	0.262638786667	-1.18161599258	0.260885144132
BCAN|1_GPNMB|1	BCAN|1	GPNMB|1	-0.206712712316	-0.869825008597	0.10561096356	0.614109459306	0.221278341696	-0.854082170035	-0.266585455943	-0.69488072447	-1.58273819613	-1.46936687567
BCAN|1_HGF|1	BCAN|1	HGF|1	-0.466549560501	0.49351101119	0.947156424823	-0.417137710894	2.80968925175	-1.12089478597	1.1027350633	0.85661103191	-1.00435532835	1.30133152925
BCAN|1_IGF1|1	BCAN|1	IGF1|1	-0.42028265131	1.64066647068	1.49458105624	-0.187094087946	-0.552751884061	0.713073920702	1.29522411872	-1.02930269663	-1.36153652371	0.377362768065
BCAN|1_IGFBP2	BCAN|1	IGFBP2	-0.345791529226	-1.83285560377	-0.126189902799	-0.138282895046	-0.832043519557	-0.949621410953	-0.189489364606	-0.713973469135	0.411875970958	-0.628104199072
BCAN|1_IGFBP3|1	BCAN|1	IGFBP3|1	0.455616356108	0.14335483013	-0.656950132571	0.414179685187	0.0141150431204	-0.779282029723	-1.21042370762	-0.8942442918	0.290499814969	-1.05988247092
BCAN|1_IL13	BCAN|1	IL13	0.678729315327	-0.832883300689	-0.52349004802	0.34656071947	-0.995433799036	-0.813317232199	1.87116314192	-0.539716902448	0.911962461531	-0.59099086147
BCAN|1_IL15|IL15S48AA	BCAN|1	IL15|IL15S48AA	0.560922017302	-1.04493394432	1.24941278645	0.771078907993	-0.254563164906	-0.510219730112	-0.223691552894	-0.690464706822	-1.40019196769	-0.950305884976
BCAN|1_IL1B	BCAN|1	IL1B	0.58256771263	0.198005077932	-0.409163180733	0.10340971782	-0.248598524121	0.821536076313	1.11611967268	0.524036761926	-1.3391853349	0.39939318925
BCAN|1_IL6	BCAN|1	IL6	-0.942871162437	0.100633587388	0.0436917294633	-1.50391929977	-0.642926357548	-0.323750244664	-0.88423823881	-0.731749647917	0.435752170186	-0.591538049556
BCAN|1_IL7|1	BCAN|1	IL7|1	0.700726664509	1.04150638339	-0.229853433517	-0.029477494755	-0.0726092832815	-1.33725153462	0.672225158043	0.703769243649	1.57039075232	1.46556746964
BCAN|1_JAG1|1	BCAN|1	JAG1|1	0.674146430598	-1.65568899091	0.0732913490611	-0.158275551711	0.11637497482	0.161868204171	-0.280990705747	-0.795859761003	0.503578792876	-0.470399654395
BCAN|1_JAG2|Long	BCAN|1	JAG2|Long	-1.51098450132	1.34267718831	-1.34948823196	-0.91131522681	-0.829495173975	-1.1592583591	-0.289164678153	0.318803902165	-1.13940625042	0.144965951262
BCAN|1_KITLG|1	BCAN|1	KITLG|1	-0.121864428	0.760053879293	-0.958356232846	-0.783743906522	-0.9715793003	-0.263833657987	1.45852357657	-0.351609768313	1.13056549708	0.427296625228
BCAN|1_KNG1|HMW	BCAN|1	KNG1|HMW	-0.847802620699	-0.126237345918	-0.740994046691	0.578804175696	-0.00447742452995	0.116817646632	-2.02099598307	-0.752980368063	-1.30115985337	-0.602686967512
BCAN|1_LEP	BCAN|1	LEP	1.70169591743	1.19423155325	1.38596565063	0.206523929966	0.0362904393245	-0.323077259543	-0.691721621491	-0.320546408181	0.143018942968	-0.930098721748
BCAN|1_LYVE1	BCAN|1	LYVE1	2.36974165606	0.505415162444	-0.0459188445696	-0.377353614228	-0.673578544707	-0.8180254956	-0.730265446759	2.82847907042	-1.34354695874	0.657966274086
BCAN|1_NRG1|10	BCAN|1	NRG1|10	0.275363378758	-1.46371514549	-0.329571793457	0.964925699619	-0.785043146856	-0.688352645889	-0.322884754044	-0.604530191236	0.20852137543	-1.10176242655
BCAN|1_NRG1|1	BCAN|1	NRG1|1	-0.21746840031	0.48179106971	1.15414817598	-1.04882647526	0.356766826935	1.63907613687	-1.0582592533	-0.596269355279	-1.20032899029	-0.777724093494
BCAN|1_NRG1|6	BCAN|1	NRG1|6	-0.25552366458	0.244422205179	-0.520858628992	-0.4255807033	-0.753170191632	0.389163733179	3.27954464247	-0.338851061784	0.457634783979	-0.52284469173
BCAN|1_PDGFAB	BCAN|1	PDGFAB	0.0918557766148	-0.723735701962	-0.762837031091	-0.0501143960084	0.117722077799	-0.00479084874859	-0.994611690629	-0.461226516269	0.13033975181	-0.323161511169
BCAN|1_PDGFB|1	BCAN|1	PDGFB|1	-0.111104557136	-0.45878776565	1.02059069277	0.378492701524	0.0522595104801	-0.495628574736	0.694564577083	0.141790938301	1.08782713296	0.690284264513
BCAN|1_PTN	BCAN|1	PTN	0.24457074466	0.0810645755312	-0.0235943279938	-0.279078612212	0.338964391322	0.355652501665	-0.811497288417	-0.391387879125	0.784833042187	-0.450424921047
BCAN|1_SHH	BCAN|1	SHH	-0.149009668502	-1.16255987452	-0.368541041135	1.20809316365	-0.926228514912	-0.367798196845	-0.463544386478	-0.938120936771	0.354548231153	-1.09572983279
BCAN|1_TGFB1||Cterminus	BCAN|1	TGFB1||Cterminus	-0.329005895675	1.14568776763	1.02730629746	-0.0430491699793	-0.851986583089	-0.68242354115	-0.598233496518	-0.436620851704	0.339990848406	-0.304798376218
BCAN|1_TGFB1||LAP	BCAN|1	TGFB1||LAP	0.570666324041	-0.41316780355	0.0639133869858	0.328909379466	0.33249227513	0.403296323455	0.545258724294	2.13524597992	1.67471379735	1.54478185007
BCAN|1_TGFB2|A	BCAN|1	TGFB2|A	-0.544267431551	-0.695925468272	-0.604051321564	-1.78124669505	0.380232271921	0.677644356065	0.100359946449	-0.316348015733	0.780638208782	0.694265586496
BCAN|1_THPO|1	BCAN|1	THPO|1	0.156268337002	1.53941143238	-0.710472617415	-1.7135616373	-0.80378746242	0.193862430897	-0.619410654197	2.72292265024	-0.874629997536	1.75832197003
BCAN|1_TNFRSF11B	BCAN|1	TNFRSF11B	-0.0451885106638	0.902548459619	-0.613049620268	-1.35391923743	-0.89348690237	-1.20614621434	-1.18288469461	1.63621812308	-0.863187768747	1.35932029284
BCAN|1_TNFSF11|1	BCAN|1	TNFSF11|1	1.54391027427	-1.29471531527	1.01768497003	-0.0602178938177	0.378960958578	0.93921091377	0.325600428724	-0.648414139743	1.06914350904	-0.944325940008
BCAN|1_TNF	BCAN|1	TNF	-0.305320355739	-1.03465489794	0.562657598234	0.8761944618	0.00820489282956	0.177248912298	-0.124209701057	-0.388311942173	-1.49843338821	-0.198500692059
BCAN|1_VEGFA|VEGF206	BCAN|1	VEGFA|VEGF206	-0.306719297931	0.766186243575	0.49156189214	-0.689397672705	-0.727779788077	-0.60385934865	-0.472442410683	-0.830297638364	0.0259205378533	-0.815166069084
BCAN|1_WNT10A	BCAN|1	WNT10A	-0.965496736455	-0.651760239817	-0.84048128535	-0.103662759498	0.383331732464	0.0737956283454	0.757014385135	0.171070734642	1.38425062812	0.626451616884
BCAN|1_WNT3A|1	BCAN|1	WNT3A|1	0.201346760657	-0.807781907182	0.31479257974	0.439681358031	0.33010463751	0.500245166255	-0.858394487085	-0.359649532132	0.285386033814	-0.412677099121
BCAN|1_Wnt5a|1	BCAN|1	Wnt5a|1	-0.68269133471	0.482295153187	-0.460066408359	-1.66778981775	2.19734562861	-0.142129127893	1.71919789123	0.716510490052	-1.07685618104	1.10664709087
BGN_ANGPT1|1	BGN	ANGPT1|1	-0.580836399485	0.63448317694	1.75650866481	0.314459056576	-1.07270750524	-0.32496394734	1.39533679133	0.11255562116	0.826347242065	1.02613637417
BGN_ANGPT2|1	BGN	ANGPT2|1	-0.143584369599	1.13420946913	-0.0592842968875	-0.55184890587	-0.987305254758	-0.881209568723	1.03664588609	0.901012787136	-1.32492085776	0.738238164951
BGN_AREG	BGN	AREG	0.532267821815	-1.4877890234	-0.0840808851315	0.672527603465	0.27197556074	0.219469092776	-0.184043162241	-0.786769224406	0.493500497895	-0.77188528546
BGN_BMP2	BGN	BMP2	0.340103806514	0.460409672464	-1.18423191647	2.10528479948	-0.911858366514	0.195558852484	-0.512598513196	0.87423166562	0.743411927841	-0.523843695484
BGN_BMP3	BGN	BMP3	0.900879819835	-1.20457435317	-1.62291006292	-0.426683200748	0.434713830931	0.372883303526	-0.594965615665	-0.678187925328	0.370507478824	-0.575665590108
BGN_BMP4	BGN	BMP4	-0.511495616434	-0.870730496887	1.33347109083	0.672892157833	0.232743243696	0.206868907034	0.302879236189	-0.461148522363	0.855705368068	-0.85374317489
BGN_BMP5|1	BGN	BMP5|1	-0.475442876805	-1.14444900809	0.290836958706	2.24500730819	0.274064279923	1.14019824613	0.516863794682	-0.342912471762	0.843805402827	-0.22071756555
BGN_BMP6	BGN	BMP6	-1.98459544041	1.6981907635	-0.547375464359	-0.537625420927	-0.259109184066	-0.00508173717934	-0.76727487671	1.17956687888	-0.689098557416	1.74408439982
BGN_BMP7	BGN	BMP7	-1.15395425805	-1.08438479131	-0.158126113147	1.88650216955	0.0435543155858	-1.42967729024	-0.336470415102	-0.543389041306	0.783848398879	-0.398405977404
BGN_CSF2	BGN	CSF2	0.275419868573	-0.701567713454	-0.0905741352135	0.333301272197	3.72747247462	-3.85999398587	0.485052535521	-0.588853098654	-1.12033739849	-0.358718322771
BGN_CTGF|1	BGN	CTGF|1	0.474241366411	0.782526589724	0.839210165903	-0.993699683278	0.124383659775	-0.478387434626	-0.599720555676	0.423313872002	0.568263035024	0.504244754719
BGN_CXCL12|Alpha	BGN	CXCL12|Alpha	0.00125200066394	0.114263359053	2.95994534288	0.259694154018	0.490999585392	0.81545751232	-0.345923654311	-0.717784365091	-1.37334838156	0.00858885222142
BGN_CXCL12|Beta	BGN	CXCL12|Beta	-1.29880471295	-0.818673718414	0.215489815742	-0.743545736648	-0.768388356281	-0.191858022233	-0.510105216074	-0.482171288678	0.584521684667	0.241152390569
BGN_CXCL1	BGN	CXCL1	-0.376117005073	-1.10493002268	-0.195443356116	0.395781081231	-0.293657200584	-0.694282323965	2.28506522348	2.40594202422	-1.02734469074	1.55149096553
BGN_CXCL8|1	BGN	CXCL8|1	0.158960999022	0.0832676276155	0.368897941613	0.6498415783	-0.720941805617	-0.451881987501	1.17645910244	-0.128254801853	-1.22987825689	-0.250768437445
BGN_DLL1|1	BGN	DLL1|1	1.41194280028	1.30234013051	0.0340676250324	-0.391527997692	-0.0278053717699	-0.992585285035	-1.04614184885	-0.634480671719	-1.14457962678	-1.06278172662
BGN_DLL4	BGN	DLL4	-0.323116794736	0.964369797954	0.14171234499	-0.0460733376032	2.6027984908	-0.492302895621	1.35844998159	1.72709105585	-0.979386402258	1.33048275787
BGN_EGF|1	BGN	EGF|1	0.811425022032	0.786316721166	-1.66554020241	-1.39477531761	-0.734578094009	-0.243609204649	-0.213678450784	0.920015649343	0.536990961268	1.29556594964
