MEP	ECMp	Ligand	Nuclear Area	Dapi Intensity	Spot Cell Count	DNA2N Proportion	KRT19 Intensity	KRT5 Intensity	Edu Intensity	Mitotracker Intensity	CellMask Intensity	Actin Intensity
ALCAM|1_CXCL12|Alpha	ALCAM|1	CXCL12|Alpha	-0.686007740881	-0.783916957264	-0.668394719299	0.103888992329	1.18816756839	0.209457877241	-0.0866294370709	-0.459884822622	-0.197872618993	-0.0233643641632
ALCAM|1_CXCL12|Beta	ALCAM|1	CXCL12|Beta	-0.506013739731	-0.379530660037	-0.149537526869	-0.205990886132	-0.38726472951	-1.45577105614	0.677552598321	-0.440518122123	-0.0614638826768	-0.590175976584
ALCAM|1_CXCL1	ALCAM|1	CXCL1	2.12841134703	-1.05628127049	-1.11274695508	-0.367913933655	-0.11995054879	1.67505115905	-0.773566093313	-0.0978195592635	0.128522659781	-0.00799251092473
ALCAM|1_CXCL8|1	ALCAM|1	CXCL8|1	0.978416643661	-1.0063016513	-0.995106960602	0.755269330989	-0.341735532199	1.42284804178	1.08300305989	0.99883717032	0.859611024323	0.975320764412
ALCAM|1_DLL1|1	ALCAM|1	DLL1|1	0.0749563771993	-0.0542098291778	0.211892541017	-0.718681617886	-0.504128906007	-0.632830946953	-0.613949059977	0.14503725466	0.090673360412	0.0604415595836
ALCAM|1_DLL4	ALCAM|1	DLL4	-0.118257676126	0.0484713762093	1.03915324472	-0.692590014536	-0.211454710706	0.165077799744	0.0336456318938	0.110743294675	0.0999168765195	0.0860739272789
ALCAM|1_EGF|1	ALCAM|1	EGF|1	-0.868268398114	-0.181241190828	1.24018255782	0.652698726828	-0.495247765622	0.682090888304	1.22430571445	0.0684639883772	-0.144715447311	0.219007492457
ALCAM|1_FASLG|1	ALCAM|1	FASLG|1	-0.317332861088	-1.0091336423	-0.845482357074	-0.110566002133	-0.14399220872	-0.00260224599156	-0.675667790535	-0.587852997998	-0.284934432319	-0.531540843828
ALCAM|1_FBS	ALCAM|1	FBS	-0.565822383397	0.365178109758	0.689700361367	-0.125765848901	2.57346193385	-0.890907019102	-0.693590449829	-0.543753717659	-0.280438986316	-0.533337863499
ALCAM|1_FGF2|3	ALCAM|1	FGF2|3	-0.559481754997	1.25309789036	0.981957718289	0.117730706922	0.710489283362	-0.597398622428	-0.574634203965	1.04204380667	0.264148063544	0.683875905432
ALCAM|1_FGF6	ALCAM|1	FGF6	-1.18672428955	1.60238816408	1.12777118356	-5.86194389324	-0.0372685511169	-1.70821921149	-0.566952443001	-0.587509005574	-0.498359157049	-0.386616864202
ALCAM|1_FLT3LG|1	ALCAM|1	FLT3LG|1	0.261420475998	-0.0283721298146	0.249167100583	0.358161896211	0.138324714044	-0.698827235773	-1.21824513147	0.348341330915	-0.0135816420429	0.416778423029
ALCAM|1_GPNMB|1	ALCAM|1	GPNMB|1	0.768204951059	-1.11152129635	-0.95672526391	0.174479860678	1.21969783599	1.27949828534	0.514625950186	2.49181585867	2.39680543124	1.7590711457
ALCAM|1_HGF|1	ALCAM|1	HGF|1	2.26479398906	1.10625068324	-0.145336533993	-1.21530739294	-0.400380938899	0.0189061380177	1.35729331882	-0.316622619509	-0.0464352684153	-0.232559838297
ALCAM|1_IGF1|1	ALCAM|1	IGF1|1	-0.721451233857	0.57681645081	-0.18628953174	-0.345442227446	-0.0737197228628	-0.522979771614	-0.72992933956	0.263760695637	-0.0399160553552	0.388618125291
ALCAM|1_IGFBP2	ALCAM|1	IGFBP2	0.437566896207	0.194395763001	-0.787522403181	-0.870744012772	0.137385694393	-0.369233104837	0.76016371419	-0.583060270721	-0.40355828465	-0.552650833225
ALCAM|1_IGFBP3|1	ALCAM|1	IGFBP3|1	-0.917757890479	0.774927318603	1.19288979442	0.51176875563	0.413942066777	-0.80539896658	-0.134551070588	1.89582021414	1.08245772989	2.06913159995
ALCAM|1_IL13	ALCAM|1	IL13	0.98421403442	0.232679174567	0.155556951213	0.419622073276	-0.0593847052866	-0.396284138188	-0.421229234229	1.00028743068	0.426051870115	1.26999670058
ALCAM|1_IL15|IL15S48AA	ALCAM|1	IL15|IL15S48AA	-0.00547640047765	-1.38142414478	-0.974899954508	-0.453942489804	-0.381746223809	0.115569109875	-1.26196996323	-0.0432630741889	0.13562457665	0.20513696294
ALCAM|1_IL1B	ALCAM|1	IL1B	1.67429072901	1.24799038149	-0.678569673755	0.598887397145	-0.203726500846	-0.0248137475955	0.695555471742	-0.034972889683	-0.0705530305132	0.360278186064
ALCAM|1_IL6	ALCAM|1	IL6	0.231885204831	0.263920196025	-0.0687590257668	-1.90004549638	-0.279603388776	-0.867574697585	-0.704571552764	-0.553295203375	0.223450899678	0.0279225786967
ALCAM|1_IL7|1	ALCAM|1	IL7|1	-0.678282235322	-0.898119179987	-0.911436215661	0.679732026898	0.0417698829846	0.305773567465	0.0853216053487	-0.816942612297	-0.977270056191	-1.12589548342
ALCAM|1_JAG1|1	ALCAM|1	JAG1|1	-0.593238329503	0.479707336998	-0.545009927111	0.174948349938	0.432147925072	-0.7929464416	-0.944172696702	-0.518234936948	-0.231517197718	-0.375252393351
ALCAM|1_JAG2|Long	ALCAM|1	JAG2|Long	1.69497337584	2.70021574722	0.330053807301	0.4999650435	-0.248065088152	0.698406571588	0.842428502313	1.08681672092	0.341364996891	0.48295558785
ALCAM|1_KITLG|1	ALCAM|1	KITLG|1	-0.432072990127	-0.0831734210848	0.548931463826	0.0302263629636	0.249110368072	-0.0591030793783	0.749231549591	0.588325557608	0.840386746096	0.940695666552
ALCAM|1_KNG1|HMW	ALCAM|1	KNG1|HMW	-0.0868857005323	-0.755507698847	-0.186992700181	-3.59451629787	-0.689857023559	-0.942107130172	-1.48030435688	-0.479553387194	-0.432125539839	-0.538760942943
ALCAM|1_LEP	ALCAM|1	LEP	0.849223182625	-0.455567341398	-0.452833465037	0.277061749	0.228835733966	1.28198589917	0.196804416003	0.551992641809	0.611321745723	0.573458639743
ALCAM|1_LYVE1	ALCAM|1	LYVE1	-0.270029250369	1.38186147478	1.44896442285	0.385508660819	0.768910849305	-1.07213237652	-0.0285103071329	-0.0706200875305	-0.373491942614	-0.440003442634
ALCAM|1_NRG1|10	ALCAM|1	NRG1|10	2.64294943765	0.270752534266	-1.06857525866	0.411007270473	1.27088778287	3.60087288346	3.3247695769	-0.217270141234	0.103043537315	-0.216169466985
ALCAM|1_NRG1|1	ALCAM|1	NRG1|1	-0.883983751918	0.035009015808	-0.441336564622	-0.738781233002	-0.267164492877	-0.00607493520044	-0.911531053003	-0.371151640705	-0.277207671368	0.0406820718323
ALCAM|1_NRG1|6	ALCAM|1	NRG1|6	-0.668090982193	0.988991647933	0.231625345136	-0.114814152903	0.247776150458	-1.28008730871	0.0425874432918	-0.499264736069	-0.453990969679	-0.204051576834
ALCAM|1_PDGFAB	ALCAM|1	PDGFAB	-1.34152846183	1.99653380524	3.04585010242	0.000324628668868	0.855668472114	-0.975420448426	-0.725047315289	-0.5427633155	-0.343220173908	-0.540579893976
ALCAM|1_PDGFB|1	ALCAM|1	PDGFB|1	0.540743926822	-0.319342751623	-0.576691668719	0.920071210506	-0.129313611893	-0.935156398914	-0.893085475885	-0.79361221679	-0.978564958829	-1.13357993635
ALCAM|1_PTN	ALCAM|1	PTN	0.0160700551722	-0.38320365585	0.355877266889	0.0780281498488	0.453340475121	0.00155998410686	-0.256481239274	0.447831771878	0.594999543146	0.0971560987887
ALCAM|1_SHH	ALCAM|1	SHH	0.033956287586	-1.15446788604	-0.956784351427	0.321617058602	-0.0743915324562	0.575529935424	-0.508701471365	-0.539627777644	0.147421413415	-0.239840219032
ALCAM|1_TGFB1||Cterminus	ALCAM|1	TGFB1||Cterminus	-0.733833756818	1.41043789173	0.484966748251	-0.921175844741	0.407508975262	-1.41494255266	0.428309536447	-0.424147357181	-0.520112979082	-0.411553655076
ALCAM|1_TGFB1||LAP	ALCAM|1	TGFB1||LAP	-0.675466535461	0.84298015443	0.524384833388	-1.27813384773	-0.20978453451	-1.0539999978	-0.207303871795	-0.502282740233	-0.965548615362	-0.880493692617
ALCAM|1_TGFB2|A	ALCAM|1	TGFB2|A	-0.769699528327	-0.202055835007	0.188557342882	0.127144902891	0.471557370581	-0.126737066964	-1.08796581627	-0.722972799303	-0.526440151657	-0.352481210233
ALCAM|1_THPO|1	ALCAM|1	THPO|1	-1.18982593685	1.14062839782	-0.0934718226133	-1.16301308906	-0.0602295483384	-1.18895237209	0.6679183456	-0.228813785941	-0.185890325855	0.143343178779
ALCAM|1_TNFRSF11B	ALCAM|1	TNFRSF11B	0.529992495528	-0.884248843368	0.0217307777144	0.789346031841	-0.461079622718	1.65463197427	-0.222296793872	1.30040213239	0.455536276118	1.16178654384
ALCAM|1_TNFSF11|1	ALCAM|1	TNFSF11|1	-0.266585834592	-0.931288381418	-0.714166038559	-0.119658580259	-0.161893218751	0.36707403175	-0.479508303785	-0.196655579145	0.0132468284813	0.0704720549187
ALCAM|1_TNF	ALCAM|1	TNF	-0.17180364021	-1.10523813823	-0.847070061627	0.458509362013	-0.409493219649	-0.124419646678	-0.520178798946	-0.298778764635	-0.109112155256	0.196729691385
ALCAM|1_VEGFA|VEGF206	ALCAM|1	VEGFA|VEGF206	0.374149235687	-0.499595414041	-0.506037797166	1.04269844125	1.16500452512	1.32541098833	0.828065132201	-0.804552326362	-0.980736169966	-1.11647310458
ALCAM|1_WNT10A	ALCAM|1	WNT10A	-1.00837534398	1.00027425921	0.114954148085	0.705764131075	0.156937452727	-0.951189580278	-0.679754561529	-0.80166781856	-0.976467424233	-1.00462483783
ALCAM|1_WNT3A|1	ALCAM|1	WNT3A|1	-0.700431149587	-0.573122556103	1.75755197517	-0.316599861409	0.141948488449	-0.829265342067	-0.19972200541	0.371210496003	1.32229395036	0.0792633242389
ALCAM|1_Wnt5a|1	ALCAM|1	Wnt5a|1	0.94392491162	-0.501657019792	-0.969325267778	-0.0256875681104	-0.276550950048	0.654930858779	2.01271008354	0.0165041786169	0.00993573556343	-0.14664932884
BCAN|1_ANGPT1|1	BCAN|1	ANGPT1|1	-0.828353046236	-0.333549745592	-0.425871070648	0.0715271772664	-0.153982200038	0.00902891610245	0.020650584041	-0.254218739421	-0.205954399315	-0.223742113926
BCAN|1_ANGPT2|1	BCAN|1	ANGPT2|1	-0.394232442624	0.482447939374	-0.498269505288	0.555883648038	-0.199929834047	-0.945658447555	0.406296848825	0.00564163685454	0.0784831833369	0.307536759501
BCAN|1_AREG	BCAN|1	AREG	-0.25507055125	-0.598289675349	-0.483356969029	-0.424377723363	1.09989727903	-0.157505505711	-0.0594719721342	-0.529248607003	-0.300277125486	-0.41854659827
BCAN|1_BMP2	BCAN|1	BMP2	2.55335879685	0.429588357129	-0.225732686779	0.71328887823	0.584194156829	0.460002244144	1.15127628651	13.0090294374	17.1362105154	14.7959028123
BCAN|1_BMP3	BCAN|1	BMP3	0.0215306934543	0.158588898365	0.462784677738	-0.62099746751	0.270353033533	-0.985652658221	-1.19228602983	0.572189842285	1.05513945006	0.445562715923
BCAN|1_BMP4	BCAN|1	BMP4	1.95079377086	-0.317860513527	-0.726370148544	0.650996004109	1.67200496223	1.32979220928	0.998008795817	0.389516950449	0.60042964231	0.471092108755
BCAN|1_BMP5|1	BCAN|1	BMP5|1	0.485892530509	0.194726038599	-0.929034559465	0.726387249094	-0.217481606589	0.111917753182	0.589408522669	-0.178403233207	-0.0532340245322	-0.377170855663
BCAN|1_BMP6	BCAN|1	BMP6	0.764370419081	-0.340404722038	0.611199914561	0.598234532579	-0.35390503105	-0.415017849131	-0.976790864246	0.525210991986	0.80976723696	1.2921366426
BCAN|1_BMP7	BCAN|1	BMP7	-0.172044312096	0.358409703376	-0.478074915094	0.816818739583	0.269028878329	0.036047145967	-0.676412510383	-0.609871915788	-0.448268620402	-0.571981524951
BCAN|1_CSF2	BCAN|1	CSF2	1.53770464936	-0.498978923057	-1.37593566171	0.287763582706	-0.25556223234	1.61695743321	0.166772498816	-0.285681410371	-0.0339443672202	-0.254381927568
BCAN|1_CTGF|1	BCAN|1	CTGF|1	-1.55939788945	-0.151248012407	-1.02017726662	1.08184574112	0.476559533275	-0.117752985196	0.794838218676	-0.962901067225	-0.994850496356	-1.32000698207
BCAN|1_CXCL12|Alpha	BCAN|1	CXCL12|Alpha	-0.0812429861815	-1.20604071162	-0.797873171097	0.415483004333	-0.432349874792	0.532247307446	-0.416062886992	-0.126378611417	-0.00368734684166	0.0622918438927
BCAN|1_CXCL12|Beta	BCAN|1	CXCL12|Beta	-0.151148082115	-0.731145628457	-0.440242791432	-1.83321735156	0.368715588682	-0.166596111987	2.04411814988	-0.55165034032	-0.203453677974	-0.304137591868
BCAN|1_CXCL1	BCAN|1	CXCL1	0.414669313708	-0.188698933684	-1.09771049058	-0.512803541478	-0.624178149916	1.43843262388	-0.138065105317	-0.332911355081	-0.0959677412911	-0.0581652603962
BCAN|1_CXCL8|1	BCAN|1	CXCL8|1	0.0329963425829	0.656522776488	-1.14982237112	0.368363116862	1.18687698663	0.0691223067678	2.70927310545	-0.26469052714	-0.217055828304	-0.197864780728
BCAN|1_DLL1|1	BCAN|1	DLL1|1	0.653462606246	0.370285673954	0.356170346916	0.410535512978	-0.306983523768	0.160146270811	0.491905801241	0.430458104747	0.516151293994	0.507410716659
BCAN|1_DLL4	BCAN|1	DLL4	-0.546978726038	0.213059825626	-0.408896815821	-0.0147596366615	-0.588941341653	-0.992365071503	-0.760645921181	-0.127092493229	-0.37240167342	-0.680804437669
BCAN|1_EGF|1	BCAN|1	EGF|1	-0.5687858094	-0.895130876161	0.695782985995	0.727034606635	-0.382779474852	1.55839411597	0.643842100326	0.186518120267	0.079958429843	-0.192105421834
BCAN|1_FASLG|1	BCAN|1	FASLG|1	-0.756560580465	-0.976199677194	-1.1420350174	-0.110677578691	-0.59285712237	0.341414238764	-0.328624808576	-0.543548186733	-0.227592248367	-0.49690537694
BCAN|1_FBS	BCAN|1	FBS	-0.5604920067	0.43810109687	0.573121845479	0.10838763854	4.64955742428	-0.889639378123	-0.30113367971	-0.596954625757	-0.453877938413	-0.719044974306
BCAN|1_FGF2|3	BCAN|1	FGF2|3	-0.854718944177	0.937664757645	2.53056576515	-0.116822400858	0.154607660644	-0.454909647187	-0.418433137599	2.26328107119	-0.169478767991	1.7975056079
BCAN|1_FGF6	BCAN|1	FGF6	-1.20709633502	1.70148352706	0.957530679736	-5.01437042895	0.164869628963	-1.43961317351	-0.512681658092	-0.512715248101	-0.451551060912	-0.42221750076
BCAN|1_FLT3LG|1	BCAN|1	FLT3LG|1	-0.000389255697164	-0.0521870690402	0.475222006028	-0.800538165951	-0.631443959199	-0.231589740902	-0.204683456836	0.0377253121019	-0.260435199286	0.193546101445
BCAN|1_GPNMB|1	BCAN|1	GPNMB|1	-0.0313067507733	-1.67683236215	-0.983598608733	-0.204840334836	-0.247479875448	0.53351528846	-0.974904142249	-0.0887402325294	0.272059187641	1.79422846027
BCAN|1_HGF|1	BCAN|1	HGF|1	0.645933844598	-0.0428961842412	-0.168636645095	0.478958918228	0.89667384824	0.401078350614	1.80693762286	-0.348085766489	-0.12423125228	-0.33139508895
BCAN|1_IGF1|1	BCAN|1	IGF1|1	-1.24249641069	0.306766607865	-0.486654572125	-0.92192058918	-0.612884436989	-1.06646694625	-0.0280656305588	-0.0776243876445	-0.475857137171	-0.156393243383
BCAN|1_IGFBP2	BCAN|1	IGFBP2	-0.16165002722	-1.14472368943	-0.757625554158	-0.704403402398	-0.140959296695	0.555065781143	-0.112613521785	-0.682619752256	-0.379060734396	-0.549630173546
BCAN|1_IGFBP3|1	BCAN|1	IGFBP3|1	-1.65059593594	-0.478279707199	0.71567250207	0.327979679974	0.238951462809	-0.963872048523	-0.342171330214	0.93947505351	1.22301970455	0.700703321317
BCAN|1_IL13	BCAN|1	IL13	-0.227348165968	-0.940939277901	-0.704459222153	0.443242254477	-0.308947110428	-0.00692201992734	-0.195924677425	-0.273069311026	-0.163090393137	0.0502193795586
BCAN|1_IL15|IL15S48AA	BCAN|1	IL15|IL15S48AA	-0.782418458444	-0.386792141583	-0.448673344369	-1.43135327483	-0.782612957149	-0.597739129734	-1.56693939054	0.229752264708	0.700788597223	0.196126831543
BCAN|1_IL1B	BCAN|1	IL1B	-0.574511228399	0.353184805372	-0.747818087322	0.451909227993	-0.213442620484	-0.228569593231	0.740506087857	-0.461489540718	-0.313950482469	-0.296856220816
BCAN|1_IL6	BCAN|1	IL6	1.52400475729	-0.619300304571	-0.245744732216	-0.0370678717051	0.255153222582	-0.0184449276321	-0.204767693768	-0.543994880738	-0.206559609951	-0.534482359532
BCAN|1_IL7|1	BCAN|1	IL7|1	-0.629219267451	0.149257816297	-0.496119327908	1.0423239425	0.437971661978	-0.0821316514572	0.454876779912	-0.869313060327	-0.987461568402	-1.14455829383
BCAN|1_JAG1|1	BCAN|1	JAG1|1	-0.558545603815	0.122786318777	-0.423028333033	0.574517553802	0.0397844435323	-0.704643445123	-0.699012033896	-0.373409348438	-0.166024913162	-0.291885979485
BCAN|1_JAG2|Long	BCAN|1	JAG2|Long	-0.616973111006	0.332194537344	0.658733426697	-7.26554669016e-05	0.550160806311	0.651717237614	0.656440020334	0.325798635699	-0.00244170277198	0.370705932379
BCAN|1_KITLG|1	BCAN|1	KITLG|1	-0.986788012787	-0.375858190673	0.255171874832	-0.0860509154053	0.468988645997	-0.758149679572	0.327955449994	-0.0483236125826	-0.084812609074	-0.150368630048
BCAN|1_KNG1|HMW	BCAN|1	KNG1|HMW	-0.571863927587	-0.561965849986	1.64765908883	-0.371672503532	-0.597907596825	-0.555426908865	-0.612803102743	0.224457320051	0.495371916465	0.684268306381
BCAN|1_LEP	BCAN|1	LEP	0.328893983594	-1.43625486508	-0.479766966819	0.896701034109	-0.776562795911	1.74439656001	-0.843005165517	0.385149856913	0.207257025622	-0.0064752443501
BCAN|1_LYVE1	BCAN|1	LYVE1	0.124907343532	-0.217660357501	0.391721228656	0.355650908505	0.572974549703	-0.634222014729	1.5018432138	0.8513747958	1.19543144517	1.32114234213
BCAN|1_NRG1|10	BCAN|1	NRG1|10	1.57831959912	-0.346137664711	-0.747515342103	0.544190538531	0.138651484615	1.64837299841	1.59292223609	-0.216935094265	0.130670576368	0.0827920734403
BCAN|1_NRG1|1	BCAN|1	NRG1|1	0.18546229919	-0.835031024886	-0.200976965927	-1.09053897445	-0.336376433115	-0.564353973792	0.238325592705	-0.396580662366	-0.289457765184	0.146593277706
BCAN|1_NRG1|6	BCAN|1	NRG1|6	-1.29052189225	1.2675373178	0.559924049693	-0.298740516399	1.3501597971	-1.391568003	-0.00309201982926	-0.479307418985	-0.473062960743	-0.386860556842
BCAN|1_PDGFAB	BCAN|1	PDGFAB	-1.04585537636	0.942442320072	3.57772324569	0.446820310485	0.511212013179	-1.14635916678	-1.02842858908	-0.598649291329	-0.423203080047	-0.596658627816
BCAN|1_PDGFB|1	BCAN|1	PDGFB|1	-0.893335794667	-0.403419693403	-0.0746780217179	0.830666149467	-0.273865294358	-0.636513035631	-1.01613272935	-0.783020351219	-0.983739870488	-1.10834267659
BCAN|1_PTN	BCAN|1	PTN	0.886352767113	0.875646633784	1.86890076699	-0.662469920935	-0.908454300192	0.215243459831	-0.733036839893	0.134183829875	0.435380177331	0.393570876206
BCAN|1_SHH	BCAN|1	SHH	1.58640858875	-0.449781194823	-0.749228366626	0.401507056123	-0.113639116386	0.653549660345	0.0796371746454	-0.670164592414	-0.418399990831	-0.528054372417
BCAN|1_TGFB1||Cterminus	BCAN|1	TGFB1||Cterminus	-1.3543678143	2.02204387533	0.993393793193	-0.813414264337	1.34051429571	-1.3258711611	0.845313144232	-0.381707707243	-0.440443099718	-0.272783247581
BCAN|1_TGFB1||LAP	BCAN|1	TGFB1||LAP	-0.771908913575	0.0193351218183	0.0798493685753	-0.285859067395	-0.566336225308	-0.951792963391	-1.46126583764	-0.426309965088	-0.949105432614	-0.841923942837
BCAN|1_TGFB2|A	BCAN|1	TGFB2|A	-0.96132548897	-0.0889467240556	0.642693933288	0.0426237870378	0.0607305818874	-0.815697176496	-1.45014106971	-0.742233017376	-0.515934276099	-0.299302583398
BCAN|1_THPO|1	BCAN|1	THPO|1	0.287456636694	1.24919617126	1.03648822581	-1.51491052082	-0.125868258293	-0.778225320712	0.558173775369	-0.166683421163	-0.196101509111	-0.109184661265
BCAN|1_TNFRSF11B	BCAN|1	TNFRSF11B	0.317443500115	0.0317617037398	0.316349836118	0.612647219879	0.371787515384	1.06580711966	0.335978674405	4.27017512648	2.41874675424	3.13794703554
BCAN|1_TNFSF11|1	BCAN|1	TNFSF11|1	1.19439320277	-0.142873883726	-0.940352037736	0.426001272829	-0.807864069369	0.756788199248	-0.492527963462	0.346413083471	0.35256063009	-0.0222621307493
BCAN|1_TNF	BCAN|1	TNF	-0.734149839303	-0.38314649989	0.0148199141863	0.427325390667	-0.142395216959	0.0744881450675	-1.00028826647	-0.389039392653	-0.109097822202	-0.118940157403
BCAN|1_VEGFA|VEGF206	BCAN|1	VEGFA|VEGF206	-0.321956153192	0.151607284135	0.742285333927	1.0360039872	-0.227495695079	-0.694205321114	-0.644495310826	-0.865676936725	-0.985546255749	-1.09562297605
BCAN|1_WNT10A	BCAN|1	WNT10A	0.0445213058903	1.16806340188	-0.161041001647	0.94571501055	0.263852103081	-0.247589975336	-0.311383948942	-0.627166830103	-0.979417190109	-1.0032341456
BCAN|1_WNT3A|1	BCAN|1	WNT3A|1	-0.916783418692	-0.239729061032	2.08196645614	0.574433600348	0.56743942456	-0.281961121633	-0.254539815611	0.4789435926	0.650100721449	0.266397013559
BCAN|1_Wnt5a|1	BCAN|1	Wnt5a|1	0.369248133677	-0.266943136791	-0.718312830276	-1.02962622687	-0.459608622041	0.44197292783	2.32020648175	-0.312130687935	-0.270418779206	-0.0633373580564
BGN_ANGPT1|1	BGN	ANGPT1|1	-0.40913677662	-0.21082662148	0.0718378464733	-0.488361772413	-0.262300227272	-0.619309756483	-0.262342094126	0.112566962916	0.0282097378952	-0.0272225893962
BGN_ANGPT2|1	BGN	ANGPT2|1	0.66351437785	-0.610271035587	-0.680571955013	-0.168882109069	-0.573432268584	-0.23960952785	0.912401708501	-0.093024968454	-0.120562805845	0.118529032559
BGN_AREG	BGN	AREG	-0.197425454394	-0.519937672216	-0.752004493703	-0.50384671317	-0.353028468949	-0.244898952632	0.106328348288	-0.551745720793	-0.441544421279	-0.518354823614
BGN_BMP2	BGN	BMP2	0.475824376844	-0.64330808029	-0.280557912374	0.855387079996	1.01584392802	0.504322202269	1.1885428671	3.1479085135	1.00562200611	3.65641489739
BGN_BMP3	BGN	BMP3	0.66766038559	-0.521740352078	-0.407462074858	-0.13065547124	-0.528340597024	-0.554891547612	-0.661101677434	0.797428032242	1.3891279176	1.25470222671
BGN_BMP4	BGN	BMP4	-0.0448035164722	-0.686126723944	-0.463346231218	0.892913932773	-1.13443463144	0.949856043302	1.03507548798	0.303407899885	0.153197792378	0.213547410954
BGN_BMP5|1	BGN	BMP5|1	1.52529056804	2.06154576783	-0.441535963558	0.53125465264	0.243017252015	1.30347809603	2.46510379754	-0.450934727904	-0.346109242894	0.230177552745
BGN_BMP6	BGN	BMP6	0.00192931634649	-0.0627355020523	0.540741120036	0.124960054053	-0.579553723726	0.0672090078425	-0.530967343674	0.0484911642078	-0.405471699384	-0.0411859352998
BGN_BMP7	BGN	BMP7	-0.508329210779	-0.169195404988	0.783244372707	0.618238405559	0.153009851645	-0.302243895492	-0.348737475146	-0.633204571998	-0.395986213695	-0.775958745387
BGN_CSF2	BGN	CSF2	0.453264254428	-0.780546765453	-0.428867964202	0.627197834841	-0.937056830505	0.0706599888926	-1.35762107058	-0.181565379277	0.458343412915	0.620235419581
BGN_CTGF|1	BGN	CTGF|1	-1.59100195726	-1.01386578365	-1.32924479402	1.02879455044	0.45400459325	1.89820172227	1.03166097329	-0.942323868886	-0.994576185466	-1.33946004371
BGN_CXCL12|Alpha	BGN	CXCL12|Alpha	-0.781640178253	-0.39707492316	-0.42220817363	-0.441047494172	-0.970459696366	-0.647303829911	-0.910681511266	-0.47545169321	-0.217696356522	-0.203816552498
BGN_CXCL12|Beta	BGN	CXCL12|Beta	1.23164570184	-0.448619970622	-0.342197584884	-0.219692634735	-0.387281598856	-0.224895577857	0.898743073311	-0.270645206738	0.220853326213	-0.494648159032
BGN_CXCL1	BGN	CXCL1	0.698841077582	-0.929385842442	-0.575980164495	0.335535294105	-0.682797359818	-0.0311042293784	-0.409671692668	-0.0305145997789	0.00745569867566	0.10314072374
BGN_CXCL8|1	BGN	CXCL8|1	0.989087072599	-0.0356033693372	-0.358793077227	0.753135155516	0.140957507287	-0.646366267264	2.738526961	0.919440869601	0.538372768267	0.421585239634
BGN_DLL1|1	BGN	DLL1|1	1.10212170332	0.357521214952	-0.0838829759505	-0.286564519683	-0.223861117253	0.680965159474	-0.679666969787	0.0144227550008	-0.102046298565	0.587282465014
BGN_DLL4	BGN	DLL4	-0.778833733607	0.30766286675	0.364715772894	-0.767845363493	-0.942624980336	-0.712131176131	-1.23635377339	-0.187810177127	-0.337123900085	-0.285795383341
