MEP	ECMp	Ligand	Nuclear Area	Dapi Intensity	Spot Cell Count	DNA2N Proportion	KRT19 Intensity	KRT5 Intensity	Edu Intensity	Mitotracker Intensity	CellMask Intensity	Actin Intensity
ALCAM|1_ANGPT1|1	ALCAM|1	ANGPT1|1	-1.9985440983	0.986840262537	0.274745725893	1.64976675548	-0.628345490961	1.78305540774	0.671292926431	-1.0761765462	1.20445811094	2.62487075785
ALCAM|1_ANGPT2|1	ALCAM|1	ANGPT2|1	1.20135609893	-0.338418206524	-0.741659792884	-0.503469234038	-0.508138134746	1.1466637285	1.11089086698	-0.978874099115	-1.1630599107	-1.60786216951
ALCAM|1_AREG	ALCAM|1	AREG	0.680029641753	-0.175504694104	-0.573650078139	0.555227107372	-0.6166418989	0.556029979919	-0.826853093744	0.570631159776	1.05541230884	-0.171244778909
ALCAM|1_BMP2	ALCAM|1	BMP2	-0.20205698684	0.517240473081	-1.68692633447	1.29835373096	-0.413238163678	2.64310649091	-0.719587513177	3.69678453234	1.92162379485	2.54273728526
ALCAM|1_BMP3	ALCAM|1	BMP3	0.606927266685	-2.01608075832	0.830764044896	0.774046922024	-0.629170560782	-0.711928545334	-0.197242777737	-0.951107815408	0.520339377469	-0.145447613973
ALCAM|1_BMP4	ALCAM|1	BMP4	1.21820558222	-0.897807508817	-1.01687234574	-0.253600488443	-0.482373724702	0.268903835702	-0.0715455995177	0.277907028509	0.147274221044	-0.372644250179
ALCAM|1_BMP5|1	ALCAM|1	BMP5|1	0.408554072861	-1.62545817448	-0.577442305697	0.492761838315	-0.513606246904	-0.112899078821	0.260009877475	0.242294010768	-0.174812994926	-0.686262709967
ALCAM|1_BMP6	ALCAM|1	BMP6	0.331955676058	1.47033034583	-0.00474085832152	-0.221553611691	-0.413635682329	-0.171861738706	1.47760074207	-0.922666451599	-0.563932930135	-0.359148120542
ALCAM|1_BMP7	ALCAM|1	BMP7	-0.0783101599071	-0.213261301921	0.248980985657	0.641222676908	-0.243445685769	0.7756515775	-1.14795383902	-0.053066799207	0.603270266468	1.26053001552
ALCAM|1_CSF2	ALCAM|1	CSF2	1.28255388726	-0.321519175654	0.164562009309	-1.20946940425	-0.439246233045	-0.327776613792	0.0948415349619	-0.203325819053	-0.582783826861	-1.35798672081
ALCAM|1_CTGF|1	ALCAM|1	CTGF|1	0.444843624931	-0.193328617448	0.105013770876	0.19093304875	0.155846297389	-0.110281602898	0.396360198569	-0.411705210669	-0.938958780528	-0.89583964927
ALCAM|1_CXCL12|Alpha	ALCAM|1	CXCL12|Alpha	0.755287006728	0.508778580716	-0.315740085325	-1.71314173891	0.0799969979485	1.20474112161	1.36250868337	-0.408537346144	-0.329896266081	-0.139189695231
ALCAM|1_CXCL12|Beta	ALCAM|1	CXCL12|Beta	-1.00982486365	-1.33531450458	-0.478962426446	1.0319904724	-0.649397035258	1.05141593228	-0.499788691637	0.663135062789	-0.104852207642	-0.307690169999
ALCAM|1_CXCL1	ALCAM|1	CXCL1	0.285767890106	-0.660370253359	-1.44052386128	0.806554404546	-0.655313841784	-0.746781418513	1.78556860577	-0.829485555689	0.118742803182	-0.717640025775
ALCAM|1_CXCL8|1	ALCAM|1	CXCL8|1	0.364730260744	-0.433634963979	-0.0274116409847	0.540197067703	-0.632470518345	-0.19709302192	1.46476607778	-0.921014335584	-0.858366852587	-1.11668582271
ALCAM|1_DLL1|1	ALCAM|1	DLL1|1	-0.583770420069	-0.182722360288	0.304425906091	0.738465409729	-0.640384785132	1.6886800452	-0.316268391989	1.83124627168	1.20489839143	-0.376836026346
ALCAM|1_DLL4	ALCAM|1	DLL4	0.231529058607	0.393202198283	0.571073609135	-0.530636623605	-0.572545715749	-0.163399382991	0.319728670549	-0.774636111665	-0.315401918026	0.506597528173
ALCAM|1_EGF|1	ALCAM|1	EGF|1	-0.521141988744	-0.987368533516	-0.00614052892706	1.40488371491	-0.657271256239	-0.507374252046	-1.15998982112	0.735559228001	-0.109508858684	0.74488389717
ALCAM|1_FASLG|1	ALCAM|1	FASLG|1	-0.330379763457	-0.365971634411	0.547523856872	0.14126890324	-0.578926352038	0.332173088153	-0.565198859188	0.645026676334	0.47999176183	-0.0909730762826
ALCAM|1_FBS	ALCAM|1	FBS	0.474186589672	-1.42543840808	-0.312708426359	0.928634635826	-0.0672722721941	-0.622046617193	-0.522781538593	0.556437403627	-0.244863997109	0.454172853596
ALCAM|1_FGF2|3	ALCAM|1	FGF2|3	0.18657082804	1.24041495906	1.79571793466	-2.80407966381	0.0589154020536	-0.696255060466	0.00322322395399	-1.04168988806	-0.458487531227	0.437740915047
ALCAM|1_FGF6	ALCAM|1	FGF6	-1.04484910757	-0.005545877687	1.49691159755	0.101254628983	0.481297603718	-0.0791174950071	0.820416646923	-0.273543200093	-0.294044895462	-0.179860641832
ALCAM|1_FLT3LG|1	ALCAM|1	FLT3LG|1	0.401986650141	0.622357573259	0.557478007322	-0.793383215783	-0.457425308706	-0.302389461544	1.11499111845	0.159336310698	0.808405883781	0.17366140131
ALCAM|1_GPNMB|1	ALCAM|1	GPNMB|1	0.706426557508	-0.125398281155	-0.90255360472	0.489968023866	3.57798295091	0.0310563181149	0.0312438551778	1.04288797176	-0.657660947584	-1.5168694206
ALCAM|1_HGF|1	ALCAM|1	HGF|1	0.0612927980748	1.55791229967	1.6369181648	0.617186040589	-0.241066393951	-0.469694662945	1.68769344956	-0.942384733878	-0.923493030135	-0.747141077701
ALCAM|1_IGF1|1	ALCAM|1	IGF1|1	-0.516216001444	-0.0877427233177	-0.11598340173	-0.0343952469848	-0.516239604671	1.09265672844	0.775444504789	-0.587997535234	0.630564765017	0.00136095701289
ALCAM|1_IGFBP2	ALCAM|1	IGFBP2	-0.153510309965	0.282747090993	-0.471610305356	-1.47092763543	-0.0509227928702	1.0728357027	0.084416317404	0.0802758627737	-0.575768784131	0.0378138344604
ALCAM|1_IGFBP3|1	ALCAM|1	IGFBP3|1	1.13603344992	0.391294759443	-0.638842848949	0.38882712394	0.985636503919	0.0204905707637	1.10202452	1.29309511619	0.0466421125571	0.312460279469
ALCAM|1_IL13	ALCAM|1	IL13	0.382160446318	-0.103699444695	0.368346121572	-0.0256577440499	0.73516075509	0.056090323088	-1.52703882158	1.54645070405	1.56758722179	0.184634484063
ALCAM|1_IL15|IL15S48AA	ALCAM|1	IL15|IL15S48AA	0.408681005381	-0.182204087979	0.21304964136	0.546869030322	-0.306466744575	0.201945670377	0.0873371089323	-0.574901110049	0.344381749089	-0.272816742565
ALCAM|1_IL1B	ALCAM|1	IL1B	-0.205730455105	0.856263878284	1.24445092415	-0.943782426616	-0.24139182767	0.28404195202	0.645371348941	-1.10682361617	-0.250621397367	0.553609829369
ALCAM|1_IL6	ALCAM|1	IL6	0.27729549179	0.169417112118	0.620560942773	-0.400423773443	0.188985709341	0.423035675332	-0.612237442902	0.0456623924001	-0.321806529427	-0.553790752447
ALCAM|1_IL7|1	ALCAM|1	IL7|1	0.334951664292	0.24296135018	-0.0656907593869	0.718229725869	-0.694650185206	-0.223455571693	0.329098221587	-0.469472083435	0.132462821311	-0.00481170897701
ALCAM|1_JAG1|1	ALCAM|1	JAG1|1	0.667413136417	-0.484206131017	-0.735652835258	0.426649405899	-0.368623052368	0.121830256295	-0.601985444412	0.216066971443	-0.170574805278	-0.331659285904
ALCAM|1_JAG2|Long	ALCAM|1	JAG2|Long	0.733038237598	0.683238549163	-0.422236995509	0.454716819929	-0.562938309948	-1.47060463121	-0.581130496889	-0.568357782291	-0.804596368469	0.0853946091444
ALCAM|1_KITLG|1	ALCAM|1	KITLG|1	0.0389830233478	-1.11132270867	0.882881896213	0.430152667436	-0.177208585946	-0.0977155697798	-1.86992252707	-0.376567007182	0.592296669592	1.98127118301
