MEP	ECMp	Ligand	Spot Cell Count	2N DNA Proportion	Lineage Ratio
COL2A1|2_IL13	COL2A1|2	IL13	6.5328	1.29049	-3.958466
COL3A1|1_IL13	COL3A1|1	IL13	6.2674	1.27326	-3.665436
COL4_IL13	COL4	IL13	6.3238	1.56831	-4.123506
COL5A1_IL13	COL5A1	IL13	6.3949	1.56032	-4.032925
DCN|A_IL13	DCN|A	IL13	6.3975	1.28257	-3.898698
DSG2_IL13	DSG2	IL13	6.3279	1.53679	-3.781485
ECM1|1_IL13	ECM1|1	IL13	6.5564	1.25855	-4.053175
ELN|3_IL13	ELN|3	IL13	5.1188	1.06478	-3.46031
FBN1_IL13	FBN1	IL13	6.5372	1.89157	-3.913361
FN1|1_IL13	FN1|1	IL13	5.9233	1.1156	-3.610468
GAP43|1_IL13	GAP43|1	IL13	6.2265	1.4098	-3.733395
HA<500kDa_IL13	HA<500kDa	IL13	6.3196	1.27692	-3.928459
HA>500kDa_IL13	HA>500kDa	IL13	6.3144	1.59563	-3.933717
ICAM1_IL13	ICAM1	IL13	6.288	1.67004	-3.830321
ITGA10B1_IL13	ITGA10B1	IL13	6.4667	1.50796	-3.944698
ITGA2B1_IL13	ITGA2B1	IL13	6.1672	1.31131	-3.828711
ITGA3B1_IL13	ITGA3B1	IL13	6.3359	1.31544	-4.00795
ITGA4B1_IL13	ITGA4B1	IL13	6.4315	1.44436	-3.770865
ITGA6B4_IL13	ITGA6B4	IL13	6.3331	1.19099	-3.769131
ITGA9B1_IL13	ITGA9B1	IL13	6.2015	1.55832	-3.953143
ITGAMB2_IL13	ITGAMB2	IL13	6.4058	1.25908	-3.825105
ITGAVB6_IL13	ITGAVB6	IL13	6.1845	1.94604	-3.791603
LAMB1_IL13	LAMB1	IL13	6.06	1.11811	-3.81509
LUM_IL13	LUM	IL13	6.214	1.35731	-3.668133
Laminin3B32_IL13	Laminin3B32	IL13	6.3672	1.81739	-3.686747
NID1|1_IL13	NID1|1	IL13	4.0013	0.93468	-3.381537
OMD_IL13	OMD	IL13	6.4925	1.57291	-3.775688
PECAM1|Long_IL13	PECAM1|Long	IL13	6.2247	1.74833	-3.893281
POSTN|1_IL13	POSTN|1	IL13	6.4412	1.4153	-3.75636
SPARC_IL13	SPARC	IL13	6.1064	1.04408	-3.758204
SPP1|A_IL13	SPP1|A	IL13	6.013	1.20194	-3.460415
THBS1|1_IL13	THBS1|1	IL13	6.1262	1.81381	-3.594326
TNC|1_IL13	TNC|1	IL13	6.1025	1.66769	-3.666637
VCAM1|1_IL13	VCAM1|1	IL13	6.2746	1.67697	-3.635394
VTN_IL13	VTN	IL13	6.1112	1.29729	-3.851998
ALCAM|1_IL15|IL15S48AA	ALCAM|1	IL15|IL15S48AA	5.9043	1.83971	-3.461727
BCAN|1_IL15|IL15S48AA	BCAN|1	IL15|IL15S48AA	6.1759	1.87223	-3.613378
BGN_IL15|IL15S48AA	BGN	IL15|IL15S48AA	6.1463	1.86082	-3.448738
CD44|1_IL15|IL15S48AA	CD44|1	IL15|IL15S48AA	6.3408	2.206	-3.65757
CDH15_IL15|IL15S48AA	CDH15	IL15|IL15S48AA	5.7727	1.7505	-3.24083
CDH1|1_IL15|IL15S48AA	CDH1|1	IL15|IL15S48AA	6.0212	1.61349	-3.353709
CDH20_IL15|IL15S48AA	CDH20	IL15|IL15S48AA	6.2801	1.71401	-3.527315
CDH3|1_IL15|IL15S48AA	CDH3|1	IL15|IL15S48AA	6.4617	2.38694	-3.56184
CDH6|1_IL15|IL15S48AA	CDH6|1	IL15|IL15S48AA	6.2189	2.01752	-3.382638
CDH8_IL15|IL15S48AA	CDH8	IL15|IL15S48AA	6.4073	1.80292	-3.728477
CEACAM6_IL15|IL15S48AA	CEACAM6	IL15|IL15S48AA	5.7911	1.89759	-3.459409
COL1_IL15|IL15S48AA	COL1	IL15|IL15S48AA	6.6595	1.64965	-3.89878
COL23A1|1_IL15|IL15S48AA	COL23A1|1	IL15|IL15S48AA	6.3787	2.07221	-3.700976
COL2A1|2_IL15|IL15S48AA	COL2A1|2	IL15|IL15S48AA	6.5802	1.76081	-3.936748
COL3A1|1_IL15|IL15S48AA	COL3A1|1	IL15|IL15S48AA	6.113	1.94152	-3.580025
COL4_IL15|IL15S48AA	COL4	IL15|IL15S48AA	6.3062	1.54142	-3.627428
COL5A1_IL15|IL15S48AA	COL5A1	IL15|IL15S48AA	6.6522	1.47187	-3.87004
DCN|A_IL15|IL15S48AA	DCN|A	IL15|IL15S48AA	6.2506	1.67659	-3.610267
DSG2_IL15|IL15S48AA	DSG2	IL15|IL15S48AA	6.1214	1.8383	-3.608648
ECM1|1_IL15|IL15S48AA	ECM1|1	IL15|IL15S48AA	6.6199	1.68048	-3.598251
ELN|3_IL15|IL15S48AA	ELN|3	IL15|IL15S48AA	6.1671	1.67821	-3.545466
FBN1_IL15|IL15S48AA	FBN1	IL15|IL15S48AA	6.2157	1.40514	-3.33992
FN1|1_IL15|IL15S48AA	FN1|1	IL15|IL15S48AA	6.1217	1.64236	-3.459434
GAP43|1_IL15|IL15S48AA	GAP43|1	IL15|IL15S48AA	5.6959	2.13999	-3.317267
HA<500kDa_IL15|IL15S48AA	HA<500kDa	IL15|IL15S48AA	5.9285	1.65677	-3.420554
HA>500kDa_IL15|IL15S48AA	HA>500kDa	IL15|IL15S48AA	6.1454	1.91559	-3.630363
ICAM1_IL15|IL15S48AA	ICAM1	IL15|IL15S48AA	6.3689	1.88819	-3.549477
ITGA10B1_IL15|IL15S48AA	ITGA10B1	IL15|IL15S48AA	6.4234	2.01253	-3.691706
ITGA2B1_IL15|IL15S48AA	ITGA2B1	IL15|IL15S48AA	6.0274	1.38936	-3.342179
ITGA3B1_IL15|IL15S48AA	ITGA3B1	IL15|IL15S48AA	6.3407	1.75783	-3.581187
ITGA4B1_IL15|IL15S48AA	ITGA4B1	IL15|IL15S48AA	6.4531	1.62696	-3.70867
ITGA6B4_IL15|IL15S48AA	ITGA6B4	IL15|IL15S48AA	5.8028	1.92887	-3.434871
ITGA9B1_IL15|IL15S48AA	ITGA9B1	IL15|IL15S48AA	5.7014	1.60617	-3.239903
ITGAMB2_IL15|IL15S48AA	ITGAMB2	IL15|IL15S48AA	6.1577	1.58499	-3.580784
ITGAVB6_IL15|IL15S48AA	ITGAVB6	IL15|IL15S48AA	6.0259	1.86478	-3.443493
LAMB1_IL15|IL15S48AA	LAMB1	IL15|IL15S48AA	6.1856	1.61355	-3.55156
LUM_IL15|IL15S48AA	LUM	IL15|IL15S48AA	6.3838	1.79096	-3.794221
Laminin3B32_IL15|IL15S48AA	Laminin3B32	IL15|IL15S48AA	6.1162	1.73322	-3.556163
NID1|1_IL15|IL15S48AA	NID1|1	IL15|IL15S48AA	3.9789	2.63177	-2.639711
OMD_IL15|IL15S48AA	OMD	IL15|IL15S48AA	5.798	1.83165	-3.179001
PECAM1|Long_IL15|IL15S48AA	PECAM1|Long	IL15|IL15S48AA	6.1065	1.91693	-3.484957
POSTN|1_IL15|IL15S48AA	POSTN|1	IL15|IL15S48AA	6.3608	1.67628	-3.788597
SPARC_IL15|IL15S48AA	SPARC	IL15|IL15S48AA	6.375	1.90057	-3.704402
SPP1|A_IL15|IL15S48AA	SPP1|A	IL15|IL15S48AA	5.9561	2.38439	-3.476319
THBS1|1_IL15|IL15S48AA	THBS1|1	IL15|IL15S48AA	6.2292	1.93939	-3.714197
TNC|1_IL15|IL15S48AA	TNC|1	IL15|IL15S48AA	6.3719	1.74375	-3.454449
VCAM1|1_IL15|IL15S48AA	VCAM1|1	IL15|IL15S48AA	6.253	1.80421	-3.699562
VTN_IL15|IL15S48AA	VTN	IL15|IL15S48AA	6.5646	2.01217	-3.798202
ALCAM|1_IL1B	ALCAM|1	IL1B	6.1296	2.31972	-3.856919
BCAN|1_IL1B	BCAN|1	IL1B	6.4227	1.62713	-4.043035
BGN_IL1B	BGN	IL1B	6.4874	1.59485	-4.285557
CD44|1_IL1B	CD44|1	IL1B	6.4531	1.35931	-3.944961
CDH15_IL1B	CDH15	IL1B	6.3914	1.85478	-3.776931
CDH1|1_IL1B	CDH1|1	IL1B	6.4156	2.04783	-4.063564
CDH20_IL1B	CDH20	IL1B	6.4484	1.34387	-4.016683
CDH3|1_IL1B	CDH3|1	IL1B	6.3719	2.25074	-3.938387
CDH6|1_IL1B	CDH6|1	IL1B	6.5835	1.56581	-4.020462
CDH8_IL1B	CDH8	IL1B	6.2709	1.68112	-3.914988
CEACAM6_IL1B	CEACAM6	IL1B	6.3866	1.51958	-4.044115
COL1_IL1B	COL1	IL1B	6.6248	1.49491	-4.310298
COL23A1|1_IL1B	COL23A1|1	IL1B	6.6164	1.61477	-4.179728
COL2A1|2_IL1B	COL2A1|2	IL1B	6.6037	1.60441	-4.031571
COL3A1|1_IL1B	COL3A1|1	IL1B	6.2642	1.62615	-3.836701
COL4_IL1B	COL4	IL1B	6.3491	1.88798	-4.03854
COL5A1_IL1B	COL5A1	IL1B	6.5426	1.83183	-3.894541
DCN|A_IL1B	DCN|A	IL1B	6.3056	1.81077	-3.983887
DSG2_IL1B	DSG2	IL1B	5.9611	2.05791	-3.341541
ECM1|1_IL1B	ECM1|1	IL1B	6.3952	1.74	-4.024136
ELN|3_IL1B	ELN|3	IL1B	6.1759	1.71088	-3.938886
FBN1_IL1B	FBN1	IL1B	6.5943	1.72593	-4.021848
FN1|1_IL1B	FN1|1	IL1B	5.9251	1.42876	-3.640905
GAP43|1_IL1B	GAP43|1	IL1B	6.0857	1.48971	-3.863854
HA<500kDa_IL1B	HA<500kDa	IL1B	6.1202	1.71634	-3.909698
HA>500kDa_IL1B	HA>500kDa	IL1B	6.4559	1.68675	-4.023902
ICAM1_IL1B	ICAM1	IL1B	6.3706	1.72572	-3.925834
ITGA10B1_IL1B	ITGA10B1	IL1B	6.1155	1.72434	-3.869884
ITGA2B1_IL1B	ITGA2B1	IL1B	6.4504	1.78227	-4.050742
ITGA3B1_IL1B	ITGA3B1	IL1B	6.4449	1.68024	-4.054973
ITGA4B1_IL1B	ITGA4B1	IL1B	6.373	1.44062	-3.883087
ITGA6B4_IL1B	ITGA6B4	IL1B	6.0905	1.95945	-3.695049
ITGA9B1_IL1B	ITGA9B1	IL1B	6.0884	1.93673	-3.936645
ITGAMB2_IL1B	ITGAMB2	IL1B	6.398	1.82654	-3.899565
ITGAVB6_IL1B	ITGAVB6	IL1B	6.4642	1.68677	-4.19545
LAMB1_IL1B	LAMB1	IL1B	6.3015	1.89958	-4.034047
LUM_IL1B	LUM	IL1B	6.2697	1.53404	-3.74427
Laminin3B32_IL1B	Laminin3B32	IL1B	6.2886	2.1241	-3.805209
NID1|1_IL1B	NID1|1	IL1B	4.6481	1.5129	-3.635265
OMD_IL1B	OMD	IL1B	6.2063	1.89977	-3.751106
PECAM1|Long_IL1B	PECAM1|Long	IL1B	6.388	1.93012	-4.053358
POSTN|1_IL1B	POSTN|1	IL1B	6.3353	1.83112	-3.94708
SPARC_IL1B	SPARC	IL1B	6.4284	1.80254	-4.006602
SPP1|A_IL1B	SPP1|A	IL1B	6.151	2.02243	-3.910047
THBS1|1_IL1B	THBS1|1	IL1B	6.3739	1.90902	-4.125184
TNC|1_IL1B	TNC|1	IL1B	6.0882	1.81504	-3.825166
VCAM1|1_IL1B	VCAM1|1	IL1B	6.463	1.6545	-4.146821
VTN_IL1B	VTN	IL1B	6.3908	1.5584	-4.051708
ALCAM|1_IL6	ALCAM|1	IL6	6.3116	1.51017	-3.943301
BCAN|1_IL6	BCAN|1	IL6	6.3194	1.70115	-3.748191
BGN_IL6	BGN	IL6	6.6874	1.52449	-3.993187
CD44|1_IL6	CD44|1	IL6	6.2931	1.56698	-3.891869
CDH15_IL6	CDH15	IL6	6.5701	1.72227	-3.976559
CDH1|1_IL6	CDH1|1	IL6	6.5189	1.27905	-3.868571
CDH20_IL6	CDH20	IL6	6.7746	1.80314	-3.997144
CDH3|1_IL6	CDH3|1	IL6	6.431	1.66281	-3.892825
CDH6|1_IL6	CDH6|1	IL6	6.2	1.75036	-3.864325
CDH8_IL6	CDH8	IL6	6.5592	1.5614	-3.880104
CEACAM6_IL6	CEACAM6	IL6	6.5697	1.59471	-3.907833
COL1_IL6	COL1	IL6	6.7862	1.42464	-4.188868
COL23A1|1_IL6	COL23A1|1	IL6	6.5756	1.46671	-3.931044
COL2A1|2_IL6	COL2A1|2	IL6	6.4848	1.28317	-4.037536
COL3A1|1_IL6	COL3A1|1	IL6	6.5721	1.25757	-4.133539
COL4_IL6	COL4	IL6	6.9933	1.62705	-4.185869
COL5A1_IL6	COL5A1	IL6	6.6536	1.60718	-3.998682
DCN|A_IL6	DCN|A	IL6	6.2139	1.35325	-3.613697
DSG2_IL6	DSG2	IL6	6.8304	1.5318	-4.076242
ECM1|1_IL6	ECM1|1	IL6	6.6538	1.60749	-4.133506
ELN|3_IL6	ELN|3	IL6	6.0636	1.6955	-3.761388
FBN1_IL6	FBN1	IL6	6.4416	1.41412	-3.856456
FN1|1_IL6	FN1|1	IL6	6.6527	1.71173	-3.880249
GAP43|1_IL6	GAP43|1	IL6	6.3072	1.61147	-3.963652
HA<500kDa_IL6	HA<500kDa	IL6	6.5616	1.63931	-3.933039
HA>500kDa_IL6	HA>500kDa	IL6	6.506	1.58864	-3.815903
ICAM1_IL6	ICAM1	IL6	6.6416	1.79006	-3.874654
ITGA10B1_IL6	ITGA10B1	IL6	6.57	1.74637	-4.092559
ITGA2B1_IL6	ITGA2B1	IL6	6.2113	1.63124	-3.691815
ITGA3B1_IL6	ITGA3B1	IL6	6.5009	1.4545	-3.710895
ITGA4B1_IL6	ITGA4B1	IL6	6.4326	1.44062	-3.9277
ITGA6B4_IL6	ITGA6B4	IL6	6.8062	1.61101	-3.97933
ITGA9B1_IL6	ITGA9B1	IL6	6.9599	1.47923	-4.131874
ITGAMB2_IL6	ITGAMB2	IL6	6.5907	1.53595	-3.834233
ITGAVB6_IL6	ITGAVB6	IL6	6.5022	1.91646	-3.636015
LAMB1_IL6	LAMB1	IL6	6.648	1.55775	-4.022531
LUM_IL6	LUM	IL6	6.7157	1.62915	-4.0191
Laminin3B32_IL6	Laminin3B32	IL6	6.5231	1.86921	-4.066375
NID1|1_IL6	NID1|1	IL6	5.7748	1.435	-3.888187
OMD_IL6	OMD	IL6	6.54	1.47207	-3.855625
PECAM1|Long_IL6	PECAM1|Long	IL6	6.4123	1.74131	-3.92513
POSTN|1_IL6	POSTN|1	IL6	6.3305	1.89023	-3.87911
SPARC_IL6	SPARC	IL6	7.032	1.5951	-4.307815
SPP1|A_IL6	SPP1|A	IL6	6.7845	1.71063	-4.082257
THBS1|1_IL6	THBS1|1	IL6	6.0238	1.91413	-3.519761
TNC|1_IL6	TNC|1	IL6	6.5767	1.8589	-3.858174
VCAM1|1_IL6	VCAM1|1	IL6	6.4576	1.80975	-3.780979
VTN_IL6	VTN	IL6	6.5634	1.47281	-4.10361
ALCAM|1_IL7|1	ALCAM|1	IL7|1	6.3728	1.72933	-3.50531
BCAN|1_IL7|1	BCAN|1	IL7|1	5.9511	1.9405	-3.347515
BGN_IL7|1	BGN	IL7|1	5.5403	1.47362	-3.443481
CD44|1_IL7|1	CD44|1	IL7|1	5.6917	1.95795	-3.47622
CDH15_IL7|1	CDH15	IL7|1	6.3183	1.89978	-3.931759
CDH1|1_IL7|1	CDH1|1	IL7|1	6.2542	2.13282	-3.529977
CDH20_IL7|1	CDH20	IL7|1	6.4497	1.97773	-3.671362
CDH3|1_IL7|1	CDH3|1	IL7|1	5.9725	1.53903	-3.602764
CDH6|1_IL7|1	CDH6|1	IL7|1	6.3448	1.54242	-3.535041
CDH8_IL7|1	CDH8	IL7|1	6.1753	1.74762	-3.599259
CEACAM6_IL7|1	CEACAM6	IL7|1	6.0743	1.39898	-3.585342
COL1_IL7|1	COL1	IL7|1	6.4566	1.66612	-3.89323
COL23A1|1_IL7|1	COL23A1|1	IL7|1	6.6513	1.63863	-3.773566
COL2A1|2_IL7|1	COL2A1|2	IL7|1	6.2205	1.54867	-3.626486
COL3A1|1_IL7|1	COL3A1|1	IL7|1	6.4708	1.59094	-3.75759
COL4_IL7|1	COL4	IL7|1	6.5575	2.05546	-3.923131
COL5A1_IL7|1	COL5A1	IL7|1	6.1786	1.90498	-3.6963
DCN|A_IL7|1	DCN|A	IL7|1	5.9233	1.30739	-3.451925
DSG2_IL7|1	DSG2	IL7|1	5.899	1.71235	-3.541249
ECM1|1_IL7|1	ECM1|1	IL7|1	6.0237	2.08923	-3.525699
ELN|3_IL7|1	ELN|3	IL7|1	6.1126	1.79142	-3.804556
FBN1_IL7|1	FBN1	IL7|1	6.6944	1.80885	-3.663084
FN1|1_IL7|1	FN1|1	IL7|1	6.3334	1.55307	-3.687092
GAP43|1_IL7|1	GAP43|1	IL7|1	6.132	1.78586	-3.506448
HA<500kDa_IL7|1	HA<500kDa	IL7|1	5.758	1.78788	-3.512118
HA>500kDa_IL7|1	HA>500kDa	IL7|1	6.4093	1.62646	-3.789942
ICAM1_IL7|1	ICAM1	IL7|1	5.8272	1.98843	-3.394971
ITGA10B1_IL7|1	ITGA10B1	IL7|1	6.0298	1.4617	-3.502804
ITGA2B1_IL7|1	ITGA2B1	IL7|1	5.9362	1.93551	-3.524727
ITGA3B1_IL7|1	ITGA3B1	IL7|1	6.2005	1.53519	-3.785304
ITGA4B1_IL7|1	ITGA4B1	IL7|1	6.0168	1.51094	-3.634344
ITGA6B4_IL7|1	ITGA6B4	IL7|1	6.2099	1.96184	-3.691291
ITGA9B1_IL7|1	ITGA9B1	IL7|1	6.207	1.81221	-3.67385
ITGAMB2_IL7|1	ITGAMB2	IL7|1	6.5525	1.82652	-3.879905
ITGAVB6_IL7|1	ITGAVB6	IL7|1	5.9747	1.78506	-3.83595
LAMB1_IL7|1	LAMB1	IL7|1	5.7951	1.27734	-3.636397
LUM_IL7|1	LUM	IL7|1	6.1515	1.85545	-3.489303
Laminin3B32_IL7|1	Laminin3B32	IL7|1	6.2539	1.90774	-3.824392
NID1|1_IL7|1	NID1|1	IL7|1	2.0422	5.61223	-2.764213
OMD_IL7|1	OMD	IL7|1	5.8599	1.71749	-3.503014
PECAM1|Long_IL7|1	PECAM1|Long	IL7|1	6.4794	1.93104	-3.832254
POSTN|1_IL7|1	POSTN|1	IL7|1	6.0554	1.84884	-3.550959
SPARC_IL7|1	SPARC	IL7|1	6.357	2.16696	-3.607866
SPP1|A_IL7|1	SPP1|A	IL7|1	5.7248	1.39776	-3.54122
THBS1|1_IL7|1	THBS1|1	IL7|1	6.2094	2.1456	-3.766487
TNC|1_IL7|1	TNC|1	IL7|1	5.4454	1.93369	-3.432307
VCAM1|1_IL7|1	VCAM1|1	IL7|1	6.4908	1.86589	-3.945044
VTN_IL7|1	VTN	IL7|1	6.2255	2.02565	-3.774081
ALCAM|1_JAG1|1	ALCAM|1	JAG1|1	6.1954	1.61104	-3.741359
BCAN|1_JAG1|1	BCAN|1	JAG1|1	6.5556	2.1699	-3.705038
BGN_JAG1|1	BGN	JAG1|1	6.4747	1.82169	-4.060064
CD44|1_JAG1|1	CD44|1	JAG1|1	6.053	1.87076	-3.729787
CDH15_JAG1|1	CDH15	JAG1|1	6.2833	1.78765	-3.744877
CDH1|1_JAG1|1	CDH1|1	JAG1|1	6.3462	1.67438	-3.63795
CDH20_JAG1|1	CDH20	JAG1|1	6.8412	1.76623	-4.075966
CDH3|1_JAG1|1	CDH3|1	JAG1|1	6.5362	2.03123	-3.858726
CDH6|1_JAG1|1	CDH6|1	JAG1|1	6.7047	1.43458	-3.803891
CDH8_JAG1|1	CDH8	JAG1|1	6.341	1.63461	-3.675465
CEACAM6_JAG1|1	CEACAM6	JAG1|1	6.6415	1.78231	-3.875434
COL1_JAG1|1	COL1	JAG1|1	6.7342	1.94071	-3.898571
COL23A1|1_JAG1|1	COL23A1|1	JAG1|1	6.7633	1.84528	-4.006933
COL2A1|2_JAG1|1	COL2A1|2	JAG1|1	6.6812	1.53443	-3.896904
COL3A1|1_JAG1|1	COL3A1|1	JAG1|1	6.5619	1.64427	-4.00312
COL4_JAG1|1	COL4	JAG1|1	6.7098	1.47657	-3.994524
COL5A1_JAG1|1	COL5A1	JAG1|1	6.5176	1.68686	-3.865731
DCN|A_JAG1|1	DCN|A	JAG1|1	6.6594	1.6965	-3.947027
DSG2_JAG1|1	DSG2	JAG1|1	6.3474	1.7275	-3.735116
ECM1|1_JAG1|1	ECM1|1	JAG1|1	6.8255	1.48002	-3.984979
ELN|3_JAG1|1	ELN|3	JAG1|1	5.4254	1.44263	-3.924506
FBN1_JAG1|1	FBN1	JAG1|1	7.0138	1.45183	-3.846021
FN1|1_JAG1|1	FN1|1	JAG1|1	6.5745	1.93937	-3.904185
GAP43|1_JAG1|1	GAP43|1	JAG1|1	6.4425	1.95775	-3.689628
HA<500kDa_JAG1|1	HA<500kDa	JAG1|1	6.576	1.44063	-3.840012
HA>500kDa_JAG1|1	HA>500kDa	JAG1|1	6.4874	1.69661	-3.80054
ICAM1_JAG1|1	ICAM1	JAG1|1	6.6485	1.92087	-4.000881
ITGA10B1_JAG1|1	ITGA10B1	JAG1|1	6.692	1.72608	-4.096064
ITGA2B1_JAG1|1	ITGA2B1	JAG1|1	6.4559	1.63547	-3.628319
ITGA3B1_JAG1|1	ITGA3B1	JAG1|1	6.6273	1.73076	-3.885702
ITGA4B1_JAG1|1	ITGA4B1	JAG1|1	6.6663	1.66753	-3.873396
ITGA6B4_JAG1|1	ITGA6B4	JAG1|1	6.3938	1.56731	-3.802107
ITGA9B1_JAG1|1	ITGA9B1	JAG1|1	6.6449	1.57775	-3.888456
ITGAMB2_JAG1|1	ITGAMB2	JAG1|1	6.579	1.86881	-3.809184
ITGAVB6_JAG1|1	ITGAVB6	JAG1|1	6.664	1.48787	-3.966786
LAMB1_JAG1|1	LAMB1	JAG1|1	6.3864	1.96191	-3.779389
LUM_JAG1|1	LUM	JAG1|1	6.6231	1.39387	-3.910832
Laminin3B32_JAG1|1	Laminin3B32	JAG1|1	6.553	2.02087	-3.722445
NID1|1_JAG1|1	NID1|1	JAG1|1	4.3016	2.37345	-3.697201
OMD_JAG1|1	OMD	JAG1|1	6.7108	2.05839	-3.940634
PECAM1|Long_JAG1|1	PECAM1|Long	JAG1|1	6.6834	1.78758	-4.011975
POSTN|1_JAG1|1	POSTN|1	JAG1|1	6.4751	1.55891	-3.927527
SPARC_JAG1|1	SPARC	JAG1|1	6.6212	1.72322	-3.895862
SPP1|A_JAG1|1	SPP1|A	JAG1|1	6.2725	2.08773	-3.589119
THBS1|1_JAG1|1	THBS1|1	JAG1|1	6.6285	2.08921	-3.823262
TNC|1_JAG1|1	TNC|1	JAG1|1	6.6569	1.69726	-3.896366
VCAM1|1_JAG1|1	VCAM1|1	JAG1|1	6.3602	1.58139	-3.747521
VTN_JAG1|1	VTN	JAG1|1	6.5558	1.70753	-3.979276
ALCAM|1_JAG2|Long	ALCAM|1	JAG2|Long	6.8456	1.48971	-3.970065
BCAN|1_JAG2|Long	BCAN|1	JAG2|Long	5.9415	1.64825	-3.601323
BGN_JAG2|Long	BGN	JAG2|Long	6.4066	1.4506	-3.609793
CD44|1_JAG2|Long	CD44|1	JAG2|Long	6.6564	1.39002	-3.974045
CDH15_JAG2|Long	CDH15	JAG2|Long	6.4927	1.78402	-3.856897
CDH1|1_JAG2|Long	CDH1|1	JAG2|Long	6.507	1.55631	-3.872907
CDH20_JAG2|Long	CDH20	JAG2|Long	6.7138	1.83429	-3.968582
CDH3|1_JAG2|Long	CDH3|1	JAG2|Long	6.3266	1.6424	-3.707641
CDH6|1_JAG2|Long	CDH6|1	JAG2|Long	6.3686	1.41249	-3.61017
CDH8_JAG2|Long	CDH8	JAG2|Long	6.1662	1.48145	-3.489548
CEACAM6_JAG2|Long	CEACAM6	JAG2|Long	6.3415	1.63942	-3.617283
COL1_JAG2|Long	COL1	JAG2|Long	6.5047	1.76558	-3.760047
COL23A1|1_JAG2|Long	COL23A1|1	JAG2|Long	6.7833	1.60621	-4.066175
COL2A1|2_JAG2|Long	COL2A1|2	JAG2|Long	6.5968	1.75142	-3.931711
COL3A1|1_JAG2|Long	COL3A1|1	JAG2|Long	6.2761	1.94734	-3.923779
COL4_JAG2|Long	COL4	JAG2|Long	6.9086	1.6536	-4.067158
COL5A1_JAG2|Long	COL5A1	JAG2|Long	6.6126	1.73386	-3.891084
DCN|A_JAG2|Long	DCN|A	JAG2|Long	6.4663	1.47382	-3.707621
DSG2_JAG2|Long	DSG2	JAG2|Long	6.413	1.87372	-3.730883
ECM1|1_JAG2|Long	ECM1|1	JAG2|Long	6.6381	1.53771	-3.972276
ELN|3_JAG2|Long	ELN|3	JAG2|Long	5.9662	1.61103	-3.443126
FBN1_JAG2|Long	FBN1	JAG2|Long	6.5331	1.38753	-3.809818
FN1|1_JAG2|Long	FN1|1	JAG2|Long	6.2699	1.96187	-3.513905
GAP43|1_JAG2|Long	GAP43|1	JAG2|Long	6.0033	1.92155	-3.449066
HA<500kDa_JAG2|Long	HA<500kDa	JAG2|Long	5.7418	1.60245	-3.389541
HA>500kDa_JAG2|Long	HA>500kDa	JAG2|Long	6.3447	1.81781	-3.781121
ICAM1_JAG2|Long	ICAM1	JAG2|Long	6.4108	1.7701	-3.713124
ITGA10B1_JAG2|Long	ITGA10B1	JAG2|Long	6.7752	1.71325	-3.822497
ITGA2B1_JAG2|Long	ITGA2B1	JAG2|Long	6.302	1.89585	-3.763262
ITGA3B1_JAG2|Long	ITGA3B1	JAG2|Long	6.2573	1.44752	-3.7391
ITGA4B1_JAG2|Long	ITGA4B1	JAG2|Long	6.1724	1.32916	-3.716466
ITGA6B4_JAG2|Long	ITGA6B4	JAG2|Long	6.5629	2.00739	-3.654177
ITGA9B1_JAG2|Long	ITGA9B1	JAG2|Long	6.324	1.51683	-3.676975
ITGAMB2_JAG2|Long	ITGAMB2	JAG2|Long	6.4935	1.82016	-3.785212
ITGAVB6_JAG2|Long	ITGAVB6	JAG2|Long	6.6419	1.75943	-3.407921
LAMB1_JAG2|Long	LAMB1	JAG2|Long	6.7033	2.06086	-3.76632
LUM_JAG2|Long	LUM	JAG2|Long	6.2161	1.32918	-3.536691
Laminin3B32_JAG2|Long	Laminin3B32	JAG2|Long	6.3392	1.33328	-3.87364
NID1|1_JAG2|Long	NID1|1	JAG2|Long	5.4547	0.72883	-3.736834
OMD_JAG2|Long	OMD	JAG2|Long	6.3079	1.64558	-3.652691
PECAM1|Long_JAG2|Long	PECAM1|Long	JAG2|Long	6.5388	1.70216	-3.637756
POSTN|1_JAG2|Long	POSTN|1	JAG2|Long	6.6305	1.43289	-3.835852
SPARC_JAG2|Long	SPARC	JAG2|Long	6.5135	1.63404	-3.659236
SPP1|A_JAG2|Long	SPP1|A	JAG2|Long	6.3157	1.31012	-3.955365
THBS1|1_JAG2|Long	THBS1|1	JAG2|Long	6.4825	1.77969	-3.523625
TNC|1_JAG2|Long	TNC|1	JAG2|Long	6.3929	1.80665	-3.656303
VCAM1|1_JAG2|Long	VCAM1|1	JAG2|Long	6.0423	1.53879	-3.409456
VTN_JAG2|Long	VTN	JAG2|Long	6.3555	1.82107	-3.890011
ALCAM|1_KITLG|1	ALCAM|1	KITLG|1	6.3183	0.9924	-4.002871
BCAN|1_KITLG|1	BCAN|1	KITLG|1	6.3436	1.67071	-3.913831
BGN_KITLG|1	BGN	KITLG|1	6.3321	1.45211	-4.063261
CD44|1_KITLG|1	CD44|1	KITLG|1	6.6537	1.31003	-4.010707
CDH15_KITLG|1	CDH15	KITLG|1	6.5361	1.51838	-4.010885
CDH1|1_KITLG|1	CDH1|1	KITLG|1	6.2773	1.81833	-3.920142
